customer_id,registration_date,region,acquisition_channel,preferred_device,preferred_category,segment,base_purchase_prob,age_band
C00995,2021-01-24,Midlands,Email,Mobile,Sports,New,0.38,18-24
C00996,2022-02-26,South East,Direct,Mobile,Beauty,New,0.38,18-24
C00997,2024-08-11,South West,Organic Search,Desktop,Sports,Loyal,0.55,25-34
C00998,2022-07-08,Midlands,Social Media,Desktop,Electronics,New,0.38,45-54
C00999,2024-02-28,London,Organic Search,Mobile,Electronics,At Risk,0.28,45-54
C01000,2022-08-08,South East,Organic Search,Mobile,Electronics,Loyal,0.55,25-34
C01001,2021-05-26,Scotland,Paid Search,Mobile,Electronics,New,0.38,25-34
C01002,2022-03-29,Scotland,Direct,Desktop,Clothing,Hibernating,0.12,35-44
C01003,2021-08-02,London,Referral,Desktop,Electronics,At Risk,0.28,25-34
C01004,2022-05-20,London,Email,Desktop,Clothing,At Risk,0.28,55+
C01005,2022-12-07,North East,Social Media,Desktop,Sports,Loyal,0.55,45-54
C01006,2023-12-02,London,Referral,Mobile,Electronics,New,0.38,35-44
C01007,2022-07-07,London,Referral,Mobile,Clothing,Hibernating,0.12,55+
C01008,2023-10-30,South East,Organic Search,Mobile,Electronics,Loyal,0.55,45-54
C01009,2024-10-04,Yorkshire,Email,Mobile,Electronics,Hibernating,0.12,35-44
C01010,2022-03-22,Midlands,Social Media,Mobile,Clothing,Champions,0.72,25-34
C01011,2024-02-04,North West,Email,Desktop,Clothing,Loyal,0.55,25-34
C01012,2024-09-28,Scotland,Direct,Mobile,Sports,Lost,0.05,25-34
C01013,2023-12-25,South West,Organic Search,Mobile,Toys,Loyal,0.55,25-34
C01014,2024-10-24,Midlands,Email,Mobile,Home & Garden,Champions,0.72,45-54
C01015,2022-04-02,North West,Paid Search,Desktop,Clothing,At Risk,0.28,18-24
C01016,2023-11-10,Yorkshire,Organic Search,Mobile,Books,New,0.38,35-44
C01017,2023-09-09,Yorkshire,Referral,Tablet,Clothing,Hibernating,0.12,45-54
C01018,2024-02-04,Wales,Organic Search,Desktop,Electronics,Loyal,0.55,25-34
C01019,2024-09-15,London,Paid Search,Desktop,Clothing,Lost,0.05,55+
C01020,2023-02-28,South West,Social Media,Mobile,Electronics,Hibernating,0.12,45-54
C01021,2023-01-29,Midlands,Organic Search,Mobile,Books,At Risk,0.28,55+
C01022,2022-05-24,London,Paid Search,Desktop,Toys,Hibernating,0.12,35-44
C01023,2022-10-28,Scotland,Social Media,Mobile,Clothing,Loyal,0.55,45-54
C01024,2022-12-30,Midlands,Referral,Mobile,Clothing,Loyal,0.55,35-44
C01025,2022-11-25,South East,Paid Search,Mobile,Electronics,At Risk,0.28,45-54
C01026,2022-02-25,South East,Paid Search,Mobile,Books,New,0.38,55+
C01027,2022-01-31,London,Paid Search,Mobile,Books,At Risk,0.28,55+
C01028,2021-08-27,Yorkshire,Organic Search,Mobile,Sports,New,0.38,35-44
C01029,2024-07-28,South East,Organic Search,Desktop,Clothing,Loyal,0.55,18-24
C01030,2021-08-16,Scotland,Paid Search,Mobile,Toys,New,0.38,25-34
C01031,2021-10-18,North West,Social Media,Desktop,Home & Garden,New,0.38,18-24
C01032,2021-04-04,London,Organic Search,Mobile,Home & Garden,Lost,0.05,18-24
C01033,2024-01-02,South East,Social Media,Desktop,Home & Garden,At Risk,0.28,35-44
C01034,2023-04-06,Wales,Paid Search,Mobile,Beauty,Loyal,0.55,35-44
C01035,2023-09-09,Midlands,Email,Mobile,Clothing,At Risk,0.28,25-34
C01036,2021-06-01,South East,Direct,Mobile,Beauty,Loyal,0.55,35-44
C01037,2021-09-21,Yorkshire,Direct,Desktop,Electronics,Champions,0.72,25-34
C01038,2023-08-16,Midlands,Paid Search,Tablet,Home & Garden,Lost,0.05,25-34
C01039,2022-08-29,South West,Paid Search,Mobile,Home & Garden,At Risk,0.28,18-24
C01040,2021-09-06,North West,Social Media,Desktop,Beauty,Hibernating,0.12,18-24
C01041,2023-12-26,North East,Paid Search,Mobile,Electronics,Hibernating,0.12,45-54
C01042,2021-03-02,London,Organic Search,Tablet,Clothing,At Risk,0.28,25-34
C01043,2024-01-31,Scotland,Paid Search,Mobile,Beauty,Loyal,0.55,45-54
C01044,2024-09-06,South East,Social Media,Desktop,Electronics,Champions,0.72,25-34
C01045,2021-04-21,South East,Organic Search,Mobile,Sports,Champions,0.72,25-34
C01046,2022-10-04,London,Organic Search,Desktop,Clothing,New,0.38,55+
C01047,2024-05-17,Scotland,Referral,Desktop,Home & Garden,Hibernating,0.12,35-44
C01048,2024-08-16,North West,Organic Search,Desktop,Electronics,Lost,0.05,35-44
C01049,2023-09-28,Scotland,Direct,Tablet,Clothing,At Risk,0.28,45-54
C01050,2022-06-21,North West,Email,Mobile,Books,New,0.38,25-34
C01051,2022-09-20,Scotland,Organic Search,Mobile,Sports,New,0.38,25-34
C01052,2021-05-27,Yorkshire,Organic Search,Desktop,Clothing,Hibernating,0.12,55+
C01053,2024-09-30,Yorkshire,Email,Desktop,Clothing,Lost,0.05,35-44
C01054,2021-03-13,London,Organic Search,Mobile,Electronics,Hibernating,0.12,35-44
C01055,2022-01-08,South East,Email,Desktop,Home & Garden,Hibernating,0.12,45-54
C01056,2024-05-23,North West,Paid Search,Mobile,Clothing,Loyal,0.55,35-44
C01057,2021-01-11,South East,Organic Search,Mobile,Books,Hibernating,0.12,35-44
C01058,2023-11-07,South East,Paid Search,Desktop,Home & Garden,Champions,0.72,25-34
C01059,2024-02-02,Wales,Referral,Mobile,Electronics,At Risk,0.28,35-44
C01060,2021-04-15,Scotland,Paid Search,Desktop,Books,Loyal,0.55,25-34
C01061,2021-04-11,Scotland,Organic Search,Desktop,Home & Garden,Lost,0.05,55+
C01062,2021-11-13,North East,Email,Mobile,Beauty,Hibernating,0.12,18-24
C01063,2022-07-23,Wales,Organic Search,Mobile,Home & Garden,At Risk,0.28,25-34
C01064,2024-08-04,Scotland,Organic Search,Tablet,Beauty,Champions,0.72,45-54
C01065,2023-03-14,North East,Organic Search,Tablet,Beauty,Loyal,0.55,45-54
C01066,2023-02-13,London,Paid Search,Desktop,Clothing,Hibernating,0.12,25-34
C01067,2022-04-27,Scotland,Paid Search,Mobile,Electronics,Loyal,0.55,35-44
C01068,2023-05-16,Scotland,Paid Search,Mobile,Home & Garden,Champions,0.72,35-44
C01069,2023-05-10,Scotland,Social Media,Mobile,Sports,Loyal,0.55,25-34
C01070,2024-07-27,Wales,Social Media,Mobile,Home & Garden,At Risk,0.28,25-34
C01071,2023-12-04,South East,Paid Search,Mobile,Electronics,Loyal,0.55,25-34
C01072,2024-01-18,Midlands,Email,Mobile,Home & Garden,Hibernating,0.12,25-34
C01073,2023-05-21,South East,Organic Search,Mobile,Clothing,Lost,0.05,45-54
C01074,2023-09-13,London,Direct,Mobile,Electronics,Lost,0.05,25-34
C01075,2021-07-30,Scotland,Paid Search,Mobile,Clothing,At Risk,0.28,35-44
C01076,2022-07-04,London,Organic Search,Mobile,Clothing,New,0.38,35-44
C01077,2023-11-03,South East,Direct,Tablet,Sports,Loyal,0.55,18-24
C01078,2023-12-06,Midlands,Organic Search,Desktop,Electronics,At Risk,0.28,55+
C01079,2021-03-01,South West,Organic Search,Desktop,Toys,Loyal,0.55,45-54
C01080,2023-10-05,Midlands,Organic Search,Mobile,Home & Garden,Loyal,0.55,45-54
C01081,2024-07-29,North West,Paid Search,Desktop,Books,Loyal,0.55,35-44
C01082,2021-07-06,London,Organic Search,Desktop,Electronics,Hibernating,0.12,25-34
C01083,2021-03-11,North West,Paid Search,Desktop,Clothing,New,0.38,18-24
C01084,2023-09-01,Scotland,Organic Search,Mobile,Clothing,At Risk,0.28,18-24
C01085,2022-12-15,South East,Organic Search,Desktop,Home & Garden,Lost,0.05,35-44
C01086,2022-02-14,Scotland,Email,Desktop,Sports,Loyal,0.55,55+
C01087,2022-03-09,Scotland,Social Media,Mobile,Clothing,Lost,0.05,35-44
C01088,2022-11-03,Scotland,Email,Mobile,Toys,Hibernating,0.12,45-54
C01089,2024-03-14,South East,Direct,Mobile,Books,At Risk,0.28,45-54
C01090,2021-02-26,North West,Organic Search,Mobile,Beauty,Hibernating,0.12,25-34
C01091,2024-03-17,Wales,Organic Search,Desktop,Electronics,Champions,0.72,55+
C01092,2024-05-12,Yorkshire,Social Media,Mobile,Clothing,Hibernating,0.12,25-34
C01093,2022-11-29,London,Email,Mobile,Clothing,Loyal,0.55,18-24
C01094,2022-07-12,North East,Direct,Mobile,Toys,Lost,0.05,18-24
C01095,2024-08-08,North West,Paid Search,Mobile,Clothing,New,0.38,35-44
C01096,2021-04-27,Wales,Paid Search,Mobile,Electronics,New,0.38,35-44
C01097,2023-07-11,South West,Organic Search,Desktop,Beauty,Champions,0.72,25-34
C01098,2022-10-30,Midlands,Social Media,Mobile,Electronics,At Risk,0.28,35-44
C01099,2022-04-06,London,Email,Mobile,Electronics,Hibernating,0.12,25-34
C01100,2024-05-13,London,Email,Mobile,Home & Garden,Loyal,0.55,18-24
C01101,2022-07-20,Wales,Email,Desktop,Electronics,Loyal,0.55,18-24
C01102,2024-01-09,North West,Social Media,Mobile,Clothing,Champions,0.72,35-44
C01103,2022-09-11,London,Organic Search,Desktop,Electronics,New,0.38,35-44
C01104,2021-01-23,Yorkshire,Email,Mobile,Electronics,At Risk,0.28,25-34
C01105,2022-10-19,North West,Paid Search,Mobile,Electronics,Champions,0.72,35-44
C01106,2024-04-09,South East,Organic Search,Desktop,Clothing,At Risk,0.28,35-44
C01107,2021-01-28,Yorkshire,Paid Search,Mobile,Electronics,At Risk,0.28,35-44
C01108,2021-07-03,South East,Organic Search,Mobile,Sports,New,0.38,45-54
C01109,2023-12-27,South East,Organic Search,Mobile,Home & Garden,Loyal,0.55,18-24
C01110,2022-02-21,South West,Email,Mobile,Home & Garden,At Risk,0.28,18-24
C01111,2021-08-01,Yorkshire,Email,Mobile,Clothing,Lost,0.05,25-34
C01112,2022-03-27,South East,Organic Search,Mobile,Electronics,At Risk,0.28,55+
C01113,2024-03-11,Midlands,Direct,Desktop,Sports,Lost,0.05,35-44
C01114,2023-03-08,South East,Organic Search,Desktop,Beauty,At Risk,0.28,45-54
C01115,2022-04-17,Scotland,Paid Search,Mobile,Clothing,Champions,0.72,25-34
C01116,2022-08-22,South East,Direct,Desktop,Books,New,0.38,55+
C01117,2024-09-12,North West,Paid Search,Mobile,Sports,Loyal,0.55,18-24
C01118,2023-02-14,Scotland,Referral,Mobile,Home & Garden,Hibernating,0.12,55+
C01119,2021-05-01,Midlands,Direct,Mobile,Electronics,Loyal,0.55,35-44
C01120,2021-10-16,South East,Paid Search,Tablet,Beauty,Loyal,0.55,35-44
C01121,2023-03-10,South East,Social Media,Mobile,Electronics,Loyal,0.55,35-44
C01122,2022-11-22,Wales,Social Media,Desktop,Clothing,Lost,0.05,45-54
C01123,2023-06-17,London,Organic Search,Mobile,Home & Garden,Loyal,0.55,45-54
C01124,2021-03-26,North West,Paid Search,Mobile,Clothing,New,0.38,18-24
C01125,2023-11-10,London,Organic Search,Desktop,Clothing,Lost,0.05,45-54
C01126,2022-01-22,Midlands,Paid Search,Desktop,Home & Garden,Loyal,0.55,25-34
C01127,2022-09-25,Yorkshire,Email,Desktop,Beauty,Loyal,0.55,35-44
C01128,2022-08-06,Yorkshire,Direct,Desktop,Clothing,New,0.38,45-54
C01129,2021-12-08,Wales,Email,Desktop,Electronics,Champions,0.72,25-34
C01130,2022-08-03,South West,Direct,Desktop,Home & Garden,Hibernating,0.12,25-34
C01131,2024-07-12,South West,Paid Search,Mobile,Clothing,New,0.38,45-54
C01132,2023-11-23,South East,Social Media,Desktop,Sports,Champions,0.72,18-24
C01133,2021-12-05,North West,Organic Search,Desktop,Electronics,New,0.38,25-34
C01134,2022-11-21,Scotland,Paid Search,Desktop,Clothing,Hibernating,0.12,35-44
C01135,2023-11-28,Midlands,Organic Search,Desktop,Sports,New,0.38,35-44
C01136,2023-03-31,London,Direct,Tablet,Clothing,New,0.38,35-44
C01137,2021-09-25,South West,Paid Search,Desktop,Sports,Loyal,0.55,25-34
C01138,2023-08-04,Midlands,Organic Search,Mobile,Sports,Loyal,0.55,45-54
C01139,2023-04-15,North West,Email,Mobile,Clothing,Champions,0.72,35-44
C01140,2022-07-07,South East,Organic Search,Desktop,Home & Garden,At Risk,0.28,25-34
C01141,2024-05-09,North East,Organic Search,Desktop,Home & Garden,New,0.38,45-54
C01142,2021-09-17,North East,Organic Search,Desktop,Beauty,Loyal,0.55,45-54
C01143,2021-03-10,North West,Organic Search,Desktop,Beauty,Hibernating,0.12,45-54
C01144,2024-05-15,London,Paid Search,Tablet,Toys,New,0.38,35-44
C01145,2022-02-19,South East,Organic Search,Tablet,Clothing,Hibernating,0.12,35-44
C01146,2023-11-05,London,Social Media,Desktop,Electronics,Hibernating,0.12,25-34
C01147,2021-11-26,London,Direct,Desktop,Clothing,New,0.38,35-44
C01148,2024-10-20,North West,Organic Search,Tablet,Beauty,New,0.38,35-44
C01149,2023-02-21,Scotland,Paid Search,Mobile,Electronics,New,0.38,18-24
C01150,2023-10-30,North West,Organic Search,Mobile,Clothing,Champions,0.72,55+
C01151,2023-11-17,London,Email,Mobile,Electronics,New,0.38,25-34
C01152,2023-11-12,Wales,Organic Search,Mobile,Beauty,Hibernating,0.12,35-44
C01153,2024-04-26,London,Organic Search,Desktop,Clothing,Hibernating,0.12,35-44
C01154,2022-08-25,South West,Organic Search,Desktop,Clothing,Loyal,0.55,45-54
C01155,2021-06-28,Midlands,Organic Search,Desktop,Electronics,At Risk,0.28,35-44
C01156,2024-06-26,Scotland,Direct,Mobile,Home & Garden,At Risk,0.28,35-44
C01157,2021-12-11,Scotland,Organic Search,Desktop,Clothing,Lost,0.05,25-34
C01158,2021-07-07,Wales,Email,Desktop,Sports,Lost,0.05,35-44
C01159,2021-03-28,South West,Organic Search,Mobile,Electronics,Hibernating,0.12,18-24
C01160,2022-04-12,North East,Paid Search,Tablet,Home & Garden,New,0.38,25-34
C01161,2022-11-15,Wales,Paid Search,Mobile,Books,Champions,0.72,18-24
C01162,2023-02-08,South East,Referral,Desktop,Books,At Risk,0.28,25-34
C01163,2023-03-07,London,Organic Search,Mobile,Clothing,Lost,0.05,18-24
C01164,2023-01-16,London,Organic Search,Desktop,Sports,At Risk,0.28,25-34
C01165,2023-05-17,North West,Email,Mobile,Electronics,Loyal,0.55,25-34
C01166,2023-12-19,Wales,Direct,Mobile,Electronics,Loyal,0.55,25-34
C01167,2023-05-24,Scotland,Direct,Mobile,Electronics,Hibernating,0.12,25-34
C01168,2021-06-09,Scotland,Organic Search,Mobile,Home & Garden,Loyal,0.55,25-34
C01169,2024-01-15,North West,Direct,Mobile,Electronics,New,0.38,18-24
C01170,2023-06-17,Scotland,Organic Search,Desktop,Clothing,New,0.38,55+
C01171,2024-04-07,South West,Social Media,Mobile,Electronics,At Risk,0.28,25-34
C01172,2024-10-23,South West,Direct,Mobile,Electronics,At Risk,0.28,18-24
C01173,2022-03-04,North West,Organic Search,Mobile,Toys,At Risk,0.28,25-34
C01174,2022-09-18,London,Direct,Desktop,Home & Garden,New,0.38,35-44
C01175,2024-10-25,South East,Paid Search,Mobile,Beauty,At Risk,0.28,18-24
C01176,2022-12-29,London,Social Media,Mobile,Electronics,Lost,0.05,25-34
C01177,2023-05-30,Scotland,Organic Search,Mobile,Beauty,Hibernating,0.12,35-44
C01178,2024-10-14,Yorkshire,Organic Search,Desktop,Home & Garden,New,0.38,25-34
C01179,2021-02-24,Yorkshire,Organic Search,Mobile,Electronics,New,0.38,45-54
C01180,2022-08-27,Scotland,Paid Search,Mobile,Clothing,Hibernating,0.12,18-24
C01181,2024-01-25,Yorkshire,Paid Search,Desktop,Clothing,New,0.38,25-34
C01182,2024-10-06,London,Direct,Mobile,Sports,Loyal,0.55,45-54
C01183,2022-09-15,London,Social Media,Mobile,Toys,Champions,0.72,18-24
C01184,2022-11-04,Yorkshire,Email,Mobile,Electronics,Loyal,0.55,25-34
C01185,2021-09-23,South East,Organic Search,Desktop,Toys,New,0.38,55+
C01186,2023-08-28,South East,Referral,Mobile,Home & Garden,Lost,0.05,18-24
C01187,2022-10-05,Scotland,Direct,Tablet,Clothing,New,0.38,45-54
C01188,2023-01-26,Scotland,Organic Search,Mobile,Beauty,Lost,0.05,35-44
C01189,2024-05-19,Wales,Email,Mobile,Books,Lost,0.05,35-44
C01190,2024-11-05,North West,Organic Search,Mobile,Sports,At Risk,0.28,35-44
C01191,2023-09-22,South East,Paid Search,Desktop,Beauty,New,0.38,35-44
C01192,2024-07-11,South West,Organic Search,Mobile,Electronics,New,0.38,18-24
C01193,2022-04-27,South East,Organic Search,Desktop,Beauty,Hibernating,0.12,25-34
C01194,2021-08-09,London,Paid Search,Mobile,Sports,Lost,0.05,18-24
C01195,2023-07-12,South West,Social Media,Mobile,Home & Garden,Champions,0.72,25-34
C01196,2024-05-08,Midlands,Paid Search,Desktop,Electronics,At Risk,0.28,45-54
C01197,2021-05-28,Yorkshire,Social Media,Mobile,Clothing,Hibernating,0.12,45-54
C01198,2023-12-31,North West,Email,Mobile,Clothing,New,0.38,45-54
C01199,2022-05-09,South East,Social Media,Mobile,Clothing,New,0.38,35-44
C01200,2023-02-01,South West,Paid Search,Mobile,Beauty,Champions,0.72,18-24
C01201,2023-06-10,London,Social Media,Desktop,Home & Garden,At Risk,0.28,45-54
C01202,2024-03-05,Yorkshire,Email,Desktop,Clothing,Loyal,0.55,55+
C01203,2023-02-02,London,Organic Search,Mobile,Sports,Lost,0.05,25-34
C01204,2024-10-09,South West,Organic Search,Mobile,Electronics,Loyal,0.55,35-44
C01205,2023-04-27,Wales,Referral,Mobile,Beauty,Hibernating,0.12,45-54
C01206,2023-08-27,South West,Referral,Desktop,Clothing,New,0.38,55+
C01207,2024-01-06,Midlands,Referral,Mobile,Books,At Risk,0.28,18-24
C01208,2021-09-11,South East,Social Media,Desktop,Electronics,Loyal,0.55,55+
C01209,2022-03-31,North West,Organic Search,Desktop,Beauty,Lost,0.05,18-24
C01210,2023-08-08,South West,Paid Search,Mobile,Beauty,Lost,0.05,25-34
C01211,2022-02-13,Wales,Email,Tablet,Clothing,New,0.38,25-34
C01212,2022-03-05,Scotland,Organic Search,Mobile,Home & Garden,Loyal,0.55,35-44
C01213,2022-03-22,South West,Organic Search,Mobile,Toys,At Risk,0.28,35-44
C01214,2021-05-18,North West,Paid Search,Mobile,Home & Garden,Lost,0.05,45-54
C01215,2022-03-30,Wales,Paid Search,Mobile,Home & Garden,At Risk,0.28,45-54
C01216,2023-05-22,London,Social Media,Mobile,Sports,Lost,0.05,18-24
C01217,2024-10-21,Wales,Organic Search,Mobile,Electronics,New,0.38,25-34
C01218,2021-02-23,South West,Paid Search,Mobile,Sports,Champions,0.72,45-54
C01219,2021-12-26,South West,Direct,Tablet,Clothing,Loyal,0.55,18-24
C01220,2022-04-17,London,Organic Search,Mobile,Toys,Champions,0.72,25-34
C01221,2022-09-24,Wales,Email,Mobile,Sports,Loyal,0.55,25-34
C01222,2024-05-18,North West,Paid Search,Desktop,Electronics,Loyal,0.55,35-44
C01223,2022-04-25,North West,Direct,Mobile,Home & Garden,Loyal,0.55,25-34
C01224,2021-11-15,Scotland,Social Media,Tablet,Books,At Risk,0.28,55+
C01225,2023-11-02,Yorkshire,Email,Mobile,Electronics,At Risk,0.28,45-54
C01226,2022-07-24,London,Organic Search,Mobile,Clothing,New,0.38,35-44
C01227,2021-02-28,Midlands,Email,Mobile,Electronics,Loyal,0.55,45-54
C01228,2022-08-28,Yorkshire,Organic Search,Desktop,Clothing,Loyal,0.55,18-24
C01229,2024-06-04,South West,Organic Search,Mobile,Electronics,New,0.38,35-44
C01230,2024-08-09,London,Paid Search,Desktop,Sports,New,0.38,45-54
C01231,2023-06-09,North West,Direct,Mobile,Toys,Hibernating,0.12,35-44
C01232,2024-02-26,Yorkshire,Paid Search,Desktop,Clothing,Loyal,0.55,25-34
C01233,2022-08-09,North West,Email,Desktop,Electronics,New,0.38,18-24
C01234,2023-11-19,Yorkshire,Social Media,Mobile,Electronics,Hibernating,0.12,25-34
C01235,2021-12-19,South East,Organic Search,Desktop,Sports,Loyal,0.55,45-54
C01236,2022-12-17,South West,Direct,Mobile,Electronics,Lost,0.05,45-54
C01237,2023-12-29,Scotland,Social Media,Tablet,Beauty,Hibernating,0.12,25-34
C01238,2021-05-17,South East,Organic Search,Desktop,Beauty,Hibernating,0.12,55+
C01239,2022-02-19,Midlands,Referral,Desktop,Sports,New,0.38,55+
C01240,2024-06-29,Scotland,Social Media,Desktop,Electronics,Loyal,0.55,18-24
C01241,2022-01-17,Midlands,Social Media,Mobile,Home & Garden,At Risk,0.28,45-54
C01242,2021-02-09,North East,Email,Desktop,Electronics,At Risk,0.28,45-54
C01243,2022-05-26,London,Paid Search,Desktop,Home & Garden,Loyal,0.55,25-34
C01244,2023-01-01,London,Direct,Mobile,Beauty,Champions,0.72,45-54
C01245,2022-02-22,Scotland,Organic Search,Desktop,Home & Garden,New,0.38,25-34
C01246,2023-04-18,Scotland,Paid Search,Mobile,Toys,At Risk,0.28,45-54
C01247,2024-11-24,Yorkshire,Paid Search,Desktop,Electronics,Loyal,0.55,45-54
C01248,2022-02-02,London,Paid Search,Desktop,Home & Garden,At Risk,0.28,35-44
C01249,2024-06-19,London,Organic Search,Mobile,Electronics,At Risk,0.28,35-44
C01250,2023-12-05,London,Social Media,Mobile,Home & Garden,Hibernating,0.12,45-54
C01251,2024-01-06,London,Email,Mobile,Books,Hibernating,0.12,45-54
C01252,2024-02-10,Midlands,Paid Search,Desktop,Books,New,0.38,35-44
C01253,2024-04-08,Scotland,Paid Search,Desktop,Sports,New,0.38,25-34
C01254,2022-06-14,North West,Paid Search,Tablet,Electronics,Hibernating,0.12,35-44
C01255,2023-04-08,Scotland,Paid Search,Mobile,Beauty,Lost,0.05,25-34
C01256,2022-08-31,North West,Social Media,Mobile,Beauty,Lost,0.05,18-24
C01257,2021-07-27,South East,Email,Mobile,Sports,Loyal,0.55,55+
C01258,2023-10-02,London,Email,Mobile,Clothing,At Risk,0.28,25-34
C01259,2021-12-14,London,Email,Mobile,Sports,At Risk,0.28,18-24
C01260,2022-08-15,Scotland,Email,Desktop,Books,Loyal,0.55,55+
C01261,2022-11-28,Scotland,Organic Search,Desktop,Beauty,Loyal,0.55,45-54
C01262,2022-05-18,Wales,Organic Search,Mobile,Home & Garden,New,0.38,55+
C01263,2021-11-07,South East,Paid Search,Mobile,Sports,Loyal,0.55,45-54
C01264,2022-12-31,North East,Organic Search,Mobile,Electronics,Hibernating,0.12,18-24
C01265,2021-01-24,North East,Social Media,Mobile,Home & Garden,Lost,0.05,25-34
C01266,2024-04-02,London,Paid Search,Tablet,Clothing,New,0.38,55+
C01267,2021-03-09,London,Organic Search,Desktop,Home & Garden,At Risk,0.28,35-44
C01268,2023-08-28,South West,Social Media,Mobile,Electronics,New,0.38,55+
C01269,2024-09-22,South West,Social Media,Desktop,Electronics,Loyal,0.55,25-34
C01270,2021-02-26,South East,Paid Search,Mobile,Electronics,Hibernating,0.12,45-54
C01271,2022-07-03,Midlands,Organic Search,Mobile,Beauty,At Risk,0.28,35-44
C01272,2023-11-15,London,Email,Desktop,Home & Garden,Lost,0.05,25-34
C01273,2021-11-13,Wales,Social Media,Desktop,Sports,Loyal,0.55,18-24
C01274,2024-01-17,North West,Paid Search,Desktop,Electronics,New,0.38,25-34
C01275,2024-03-12,North West,Organic Search,Mobile,Toys,Lost,0.05,35-44
C01276,2021-08-22,North East,Social Media,Mobile,Sports,Hibernating,0.12,35-44
C01277,2024-02-18,South East,Organic Search,Mobile,Electronics,New,0.38,25-34
C01278,2023-01-02,North West,Organic Search,Mobile,Sports,At Risk,0.28,18-24
C01279,2024-08-15,South West,Organic Search,Mobile,Clothing,At Risk,0.28,25-34
C01280,2022-09-04,Yorkshire,Paid Search,Desktop,Beauty,Loyal,0.55,35-44
C01281,2021-09-16,London,Paid Search,Desktop,Beauty,New,0.38,35-44
C01282,2021-06-14,North West,Paid Search,Mobile,Electronics,Champions,0.72,45-54
C01283,2023-11-20,Yorkshire,Paid Search,Desktop,Clothing,Loyal,0.55,35-44
C01284,2022-10-22,North West,Paid Search,Mobile,Books,At Risk,0.28,25-34
C01285,2022-05-01,London,Organic Search,Mobile,Toys,Lost,0.05,25-34
C01286,2023-02-10,London,Email,Mobile,Sports,New,0.38,25-34
C01287,2021-10-02,South East,Direct,Mobile,Toys,At Risk,0.28,45-54
C01288,2024-02-26,Yorkshire,Email,Desktop,Sports,New,0.38,25-34
C01289,2024-01-30,Midlands,Paid Search,Mobile,Books,Hibernating,0.12,35-44
C01290,2021-09-07,South East,Paid Search,Mobile,Home & Garden,Loyal,0.55,25-34
C01291,2021-09-10,Scotland,Paid Search,Tablet,Electronics,At Risk,0.28,55+
C01292,2021-10-02,Yorkshire,Email,Mobile,Beauty,Champions,0.72,25-34
C01293,2022-06-19,London,Organic Search,Mobile,Home & Garden,Champions,0.72,18-24
C01294,2021-02-24,London,Social Media,Mobile,Clothing,At Risk,0.28,18-24
C01295,2021-11-29,Scotland,Paid Search,Desktop,Electronics,Lost,0.05,35-44
C01296,2021-04-11,Yorkshire,Organic Search,Desktop,Clothing,Hibernating,0.12,25-34
C01297,2024-09-27,Wales,Email,Mobile,Home & Garden,Hibernating,0.12,55+
C01298,2023-10-21,South West,Social Media,Desktop,Sports,New,0.38,35-44
C01299,2023-05-25,Scotland,Organic Search,Desktop,Electronics,New,0.38,55+
C01300,2023-08-26,London,Organic Search,Desktop,Sports,Champions,0.72,35-44
C01301,2023-06-17,North West,Direct,Desktop,Electronics,Loyal,0.55,25-34
C01302,2023-10-15,London,Social Media,Mobile,Electronics,Loyal,0.55,25-34
C01303,2023-12-31,Yorkshire,Organic Search,Mobile,Electronics,Hibernating,0.12,25-34
C01304,2021-10-29,London,Paid Search,Mobile,Clothing,At Risk,0.28,18-24
C01305,2022-08-02,South West,Social Media,Mobile,Beauty,Lost,0.05,45-54
C01306,2023-12-14,South East,Paid Search,Mobile,Electronics,Lost,0.05,18-24
C01307,2021-06-07,Scotland,Organic Search,Desktop,Beauty,Hibernating,0.12,18-24
C01308,2022-07-12,Scotland,Social Media,Mobile,Clothing,Hibernating,0.12,35-44
C01309,2023-10-27,Wales,Organic Search,Desktop,Electronics,Loyal,0.55,18-24
C01310,2021-02-21,London,Paid Search,Mobile,Clothing,At Risk,0.28,18-24
C01311,2021-11-05,North West,Referral,Mobile,Home & Garden,Loyal,0.55,25-34
C01312,2021-01-20,London,Paid Search,Mobile,Electronics,At Risk,0.28,45-54
C01313,2024-06-09,London,Email,Desktop,Electronics,At Risk,0.28,25-34
C01314,2023-11-24,South East,Paid Search,Desktop,Electronics,Loyal,0.55,35-44
C01315,2023-10-10,South East,Paid Search,Mobile,Home & Garden,New,0.38,25-34
C01316,2021-08-04,Scotland,Paid Search,Desktop,Electronics,Champions,0.72,25-34
C01317,2024-08-25,North West,Social Media,Mobile,Books,At Risk,0.28,18-24
C01318,2022-01-08,North East,Paid Search,Mobile,Home & Garden,New,0.38,18-24
C01319,2022-12-07,North East,Direct,Desktop,Electronics,Champions,0.72,18-24
C01320,2023-11-27,Yorkshire,Organic Search,Tablet,Electronics,Hibernating,0.12,55+
C01321,2023-07-22,Midlands,Email,Mobile,Sports,Champions,0.72,45-54
C01322,2022-07-12,Scotland,Organic Search,Mobile,Beauty,New,0.38,35-44
C01323,2022-05-26,South West,Organic Search,Tablet,Clothing,Loyal,0.55,18-24
C01324,2024-06-11,London,Social Media,Tablet,Books,Lost,0.05,55+
C01325,2021-01-16,London,Organic Search,Mobile,Electronics,At Risk,0.28,25-34
