order_id,customer_id,order_date,year,month,quarter,category,quantity,unit_price,discount_pct,revenue,channel,device,region,is_repeat,order_month,first_order
O0004860,C01726,2022-06-13,2022,6,Q2,Beauty,4,46.91,0.0,187.63,Paid Search,Mobile,Yorkshire,1,2022-06,2022-06-13
O0004861,C01727,2024-06-19,2024,6,Q2,Clothing,1,79.17,0.15,67.29,Organic Search,Desktop,North West,0,2024-06,2024-06-19
O0004862,C01727,2024-09-07,2024,9,Q3,Home & Garden,1,68.57,0.02,67.2,Organic Search,Desktop,North West,1,2024-09,2024-09-07
O0004863,C01729,2023-02-24,2023,2,Q1,Books,1,11.77,0.0,11.77,Paid Search,Desktop,South West,0,2023-02,2023-02-24
O0004864,C01729,2023-03-16,2023,3,Q1,Books,4,30.36,0.0,121.45,Paid Search,Desktop,South West,1,2023-03,2023-03-16
O0004865,C01729,2023-10-26,2023,10,Q4,Books,4,32.38,0.0,129.51,Paid Search,Desktop,South West,1,2023-10,2023-10-26
O0004866,C01729,2024-04-09,2024,4,Q2,Books,3,23.15,0.06,65.27,Paid Search,Desktop,South West,1,2024-04,2024-04-09
O0004867,C01729,2024-09-16,2024,9,Q3,Books,3,27.29,0.0,81.86,Paid Search,Desktop,South West,1,2024-09,2024-09-16
O0004868,C01730,2023-08-12,2023,8,Q3,Beauty,4,41.7,0.06,156.8,Direct,Mobile,Midlands,0,2023-08,2023-08-12
O0004869,C01731,2022-12-08,2022,12,Q4,Sports,2,83.73,0.0,167.46,Paid Search,Mobile,Scotland,0,2022-12,2022-12-08
O0004870,C01731,2022-12-11,2022,12,Q4,Clothing,3,95.24,0.1,257.15,Paid Search,Mobile,Scotland,1,2022-12,2022-12-11
O0004871,C01731,2023-02-02,2023,2,Q1,Books,4,17.61,0.09,64.11,Paid Search,Mobile,Scotland,1,2023-02,2023-02-02
O0004872,C01731,2023-03-22,2023,3,Q1,Books,2,18.26,0.12,32.14,Paid Search,Mobile,Scotland,1,2023-03,2023-03-22
O0004873,C01731,2024-12-29,2024,12,Q4,Clothing,1,106.7,0.0,106.7,Paid Search,Mobile,Scotland,1,2024-12,2024-12-29
O0004874,C01733,2024-06-11,2024,6,Q2,Home & Garden,2,79.27,0.06,149.02,Paid Search,Mobile,South East,0,2024-06,2024-06-11
O0004875,C01734,2023-04-29,2023,4,Q2,Beauty,1,58.96,0.1,53.06,Organic Search,Desktop,South West,0,2023-04,2023-04-29
O0004876,C01734,2024-04-08,2024,4,Q2,Beauty,1,65.7,0.0,65.7,Organic Search,Desktop,South West,1,2024-04,2024-04-08
O0004877,C01734,2024-09-10,2024,9,Q3,Beauty,2,37.49,0.0,74.98,Organic Search,Desktop,South West,1,2024-09,2024-09-10
O0004878,C01734,2024-11-30,2024,11,Q4,Beauty,4,45.72,0.0,182.88,Organic Search,Desktop,South West,1,2024-11,2024-11-30
O0004879,C01735,2023-08-31,2023,8,Q3,Beauty,1,16.13,0.0,16.13,Social Media,Mobile,Wales,0,2023-08,2023-08-31
O0004880,C01735,2023-09-13,2023,9,Q3,Beauty,3,31.06,0.04,89.44,Social Media,Mobile,Wales,1,2023-09,2023-09-13
O0004881,C01735,2024-11-17,2024,11,Q4,Clothing,4,69.43,0.0,277.71,Social Media,Mobile,Wales,1,2024-11,2024-11-17
O0004882,C01736,2023-09-14,2023,9,Q3,Clothing,2,69.02,0.0,138.05,Email,Mobile,Yorkshire,0,2023-09,2023-09-14
O0004883,C01737,2024-05-09,2024,5,Q2,Beauty,1,40.82,0.24,31.02,Direct,Desktop,London,0,2024-05,2024-05-09
O0004884,C01737,2024-07-04,2024,7,Q3,Clothing,1,31.24,0.0,31.24,Direct,Desktop,London,1,2024-07,2024-07-04
O0004885,C01737,2024-11-25,2024,11,Q4,Books,1,39.42,0.0,39.42,Direct,Desktop,London,1,2024-11,2024-11-25
O0004886,C01738,2023-06-29,2023,6,Q2,Books,3,14.74,0.0,44.23,Email,Desktop,North West,0,2023-06,2023-06-29
O0004887,C01739,2023-05-28,2023,5,Q2,Clothing,1,75.68,0.0,75.68,Social Media,Desktop,Midlands,0,2023-05,2023-05-28
O0004888,C01739,2024-12-28,2024,12,Q4,Clothing,2,117.2,0.0,234.41,Social Media,Desktop,Midlands,1,2024-12,2024-12-28
O0004889,C01740,2024-08-11,2024,8,Q3,Electronics,1,145.11,0.24,110.28,Paid Search,Mobile,Wales,0,2024-08,2024-08-11
O0004890,C01741,2024-08-27,2024,8,Q3,Electronics,3,168.36,0.0,505.07,Organic Search,Mobile,South East,0,2024-08,2024-08-27
O0004891,C01742,2023-10-06,2023,10,Q4,Sports,1,76.27,0.0,76.27,Social Media,Mobile,London,0,2023-10,2023-10-06
O0004892,C01742,2024-06-12,2024,6,Q2,Electronics,2,226.79,0.0,453.59,Social Media,Mobile,London,1,2024-06,2024-06-12
O0004893,C01743,2024-09-05,2024,9,Q3,Electronics,2,107.3,0.17,178.12,Direct,Mobile,North East,0,2024-09,2024-09-05
O0004894,C01744,2024-04-18,2024,4,Q2,Toys,1,17.08,0.0,17.08,Email,Mobile,Wales,0,2024-04,2024-04-18
O0004895,C01744,2024-05-27,2024,5,Q2,Toys,2,33.31,0.13,57.97,Email,Mobile,Wales,1,2024-05,2024-05-27
O0004896,C01744,2024-08-04,2024,8,Q3,Toys,2,15.18,0.0,30.36,Email,Mobile,Wales,1,2024-08,2024-08-04
O0004897,C01744,2024-10-10,2024,10,Q4,Sports,3,54.1,0.0,162.3,Email,Mobile,Wales,1,2024-10,2024-10-10
O0004898,C01744,2024-12-12,2024,12,Q4,Electronics,1,192.47,0.0,192.47,Email,Mobile,Wales,1,2024-12,2024-12-12
O0004899,C01745,2024-12-17,2024,12,Q4,Clothing,3,49.72,0.0,149.16,Email,Mobile,North West,0,2024-12,2024-12-17
O0004900,C01745,2024-12-30,2024,12,Q4,Clothing,1,91.45,0.0,91.45,Email,Mobile,North West,1,2024-12,2024-12-30
O0004901,C01746,2024-11-30,2024,11,Q4,Clothing,3,80.83,0.0,242.49,Organic Search,Mobile,North West,0,2024-11,2024-11-30
O0004902,C01749,2021-01-21,2021,1,Q1,Books,4,18.7,0.12,65.82,Direct,Desktop,South East,0,2021-01,2021-01-21
O0004903,C01749,2022-01-23,2022,1,Q1,Books,2,25.95,0.0,51.89,Direct,Desktop,South East,1,2022-01,2022-01-23
O0004904,C01751,2022-05-20,2022,5,Q2,Home & Garden,3,54.45,0.0,163.34,Paid Search,Desktop,London,0,2022-05,2022-05-20
O0004905,C01751,2022-12-05,2022,12,Q4,Home & Garden,2,149.34,0.12,262.83,Paid Search,Desktop,London,1,2022-12,2022-12-05
O0004906,C01751,2023-09-27,2023,9,Q3,Home & Garden,2,87.52,0.0,175.05,Paid Search,Desktop,London,1,2023-09,2023-09-27
O0004907,C01751,2024-04-26,2024,4,Q2,Electronics,4,52.42,0.12,184.52,Paid Search,Desktop,London,1,2024-04,2024-04-26
O0004908,C01751,2024-10-13,2024,10,Q4,Home & Garden,2,92.96,0.16,156.17,Paid Search,Desktop,London,1,2024-10,2024-10-13
O0004909,C01752,2023-05-10,2023,5,Q2,Beauty,1,36.86,0.0,36.86,Direct,Mobile,Scotland,0,2023-05,2023-05-10
O0004910,C01752,2024-05-08,2024,5,Q2,Sports,1,30.97,0.0,30.97,Direct,Mobile,Scotland,1,2024-05,2024-05-08
O0004911,C01753,2021-09-17,2021,9,Q3,Electronics,4,153.05,0.0,612.22,Email,Mobile,North West,0,2021-09,2021-09-17
O0004912,C01753,2021-12-23,2021,12,Q4,Beauty,1,50.34,0.09,45.81,Email,Mobile,North West,1,2021-12,2021-12-23
O0004913,C01753,2023-05-23,2023,5,Q2,Clothing,1,60.74,0.02,59.53,Email,Mobile,North West,1,2023-05,2023-05-23
O0004914,C01753,2023-06-13,2023,6,Q2,Clothing,2,61.04,0.0,122.08,Email,Mobile,North West,1,2023-06,2023-06-13
O0004915,C01753,2023-07-16,2023,7,Q3,Clothing,4,41.14,0.09,149.75,Email,Mobile,North West,1,2023-07,2023-07-16
O0004916,C01753,2023-10-01,2023,10,Q4,Books,2,18.68,0.0,37.35,Email,Mobile,North West,1,2023-10,2023-10-01
O0004917,C01753,2023-12-05,2023,12,Q4,Electronics,2,270.91,0.0,541.81,Email,Mobile,North West,1,2023-12,2023-12-05
O0004918,C01753,2024-04-01,2024,4,Q2,Clothing,2,64.79,0.0,129.58,Email,Mobile,North West,1,2024-04,2024-04-01
O0004919,C01753,2024-12-25,2024,12,Q4,Home & Garden,2,151.92,0.24,230.91,Email,Mobile,North West,1,2024-12,2024-12-25
O0004920,C01754,2022-05-20,2022,5,Q2,Toys,2,22.45,0.0,44.91,Organic Search,Mobile,London,0,2022-05,2022-05-20
O0004921,C01754,2023-01-29,2023,1,Q1,Toys,1,25.96,0.0,25.96,Organic Search,Mobile,London,1,2023-01,2023-01-29
O0004922,C01754,2023-02-11,2023,2,Q1,Electronics,4,115.09,0.0,460.35,Organic Search,Mobile,London,1,2023-02,2023-02-11
O0004923,C01754,2023-10-07,2023,10,Q4,Electronics,3,125.04,0.0,375.13,Organic Search,Mobile,London,1,2023-10,2023-10-07
O0004924,C01754,2024-01-06,2024,1,Q1,Toys,4,16.68,0.0,66.71,Organic Search,Mobile,London,1,2024-01,2024-01-06
O0004925,C01754,2024-05-13,2024,5,Q2,Electronics,1,104.05,0.0,104.05,Organic Search,Mobile,London,1,2024-05,2024-05-13
O0004926,C01754,2024-06-03,2024,6,Q2,Electronics,3,160.66,0.25,361.49,Organic Search,Mobile,London,1,2024-06,2024-06-03
O0004927,C01754,2024-06-19,2024,6,Q2,Toys,1,40.12,0.0,40.12,Organic Search,Mobile,London,1,2024-06,2024-06-19
O0004928,C01754,2024-08-24,2024,8,Q3,Toys,2,38.67,0.0,77.34,Organic Search,Mobile,London,1,2024-08,2024-08-24
O0004929,C01755,2024-06-29,2024,6,Q2,Home & Garden,3,124.4,0.04,358.27,Email,Mobile,Scotland,0,2024-06,2024-06-29
O0004930,C01756,2023-02-01,2023,2,Q1,Electronics,1,127.01,0.19,102.88,Direct,Mobile,Scotland,0,2023-02,2023-02-01
O0004931,C01756,2023-04-13,2023,4,Q2,Electronics,4,91.73,0.03,355.93,Direct,Mobile,Scotland,1,2023-04,2023-04-13
O0004932,C01756,2023-07-13,2023,7,Q3,Home & Garden,3,58.01,0.0,174.04,Direct,Mobile,Scotland,1,2023-07,2023-07-13
O0004933,C01756,2023-10-30,2023,10,Q4,Clothing,4,23.69,0.0,94.75,Direct,Mobile,Scotland,1,2023-10,2023-10-30
O0004934,C01756,2024-03-11,2024,3,Q1,Electronics,2,124.19,0.04,238.45,Direct,Mobile,Scotland,1,2024-03,2024-03-11
O0004935,C01756,2024-08-28,2024,8,Q3,Toys,3,22.55,0.0,67.66,Direct,Mobile,Scotland,1,2024-08,2024-08-28
O0004936,C01757,2023-05-13,2023,5,Q2,Home & Garden,2,103.15,0.16,173.29,Organic Search,Mobile,Wales,0,2023-05,2023-05-13
O0004937,C01757,2023-09-19,2023,9,Q3,Electronics,2,100.49,0.03,194.95,Organic Search,Mobile,Wales,1,2023-09,2023-09-19
O0004938,C01757,2023-12-28,2023,12,Q4,Beauty,4,56.06,0.2,179.4,Organic Search,Mobile,Wales,1,2023-12,2023-12-28
O0004939,C01757,2024-01-04,2024,1,Q1,Books,1,24.41,0.23,18.79,Organic Search,Mobile,Wales,1,2024-01,2024-01-04
O0004940,C01757,2024-09-27,2024,9,Q3,Clothing,4,50.82,0.0,203.26,Organic Search,Mobile,Wales,1,2024-09,2024-09-27
O0004941,C01758,2022-04-19,2022,4,Q2,Clothing,1,70.21,0.0,70.21,Social Media,Mobile,Wales,0,2022-04,2022-04-19
O0004942,C01758,2023-09-26,2023,9,Q3,Electronics,3,54.2,0.0,162.61,Social Media,Mobile,Wales,1,2023-09,2023-09-26
O0004943,C01758,2024-08-25,2024,8,Q3,Clothing,4,76.26,0.0,305.04,Social Media,Mobile,Wales,1,2024-08,2024-08-25
O0004944,C01760,2022-06-10,2022,6,Q2,Books,2,31.58,0.0,63.15,Paid Search,Mobile,North East,0,2022-06,2022-06-10
O0004945,C01760,2024-02-29,2024,2,Q1,Sports,2,30.95,0.22,48.28,Paid Search,Mobile,North East,1,2024-02,2024-02-29
O0004946,C01761,2022-11-13,2022,11,Q4,Clothing,4,71.5,0.0,286.01,Organic Search,Mobile,Midlands,0,2022-11,2022-11-13
O0004947,C01761,2022-11-18,2022,11,Q4,Beauty,2,28.11,0.04,53.96,Organic Search,Mobile,Midlands,1,2022-11,2022-11-18
O0004948,C01761,2023-08-29,2023,8,Q3,Home & Garden,1,102.62,0.12,90.3,Organic Search,Mobile,Midlands,1,2023-08,2023-08-29
O0004949,C01762,2021-07-17,2021,7,Q3,Clothing,2,52.25,0.1,94.05,Paid Search,Tablet,South East,0,2021-07,2021-07-17
O0004950,C01762,2022-06-30,2022,6,Q2,Clothing,3,88.03,0.0,264.09,Paid Search,Tablet,South East,1,2022-06,2022-06-30
O0004951,C01762,2023-07-15,2023,7,Q3,Clothing,1,57.21,0.13,49.77,Paid Search,Tablet,South East,1,2023-07,2023-07-15
O0004952,C01763,2023-01-01,2023,1,Q1,Beauty,1,30.58,0.0,30.58,Referral,Desktop,Yorkshire,0,2023-01,2023-01-01
O0004953,C01763,2023-07-20,2023,7,Q3,Clothing,3,25.43,0.23,58.74,Referral,Desktop,Yorkshire,1,2023-07,2023-07-20
O0004954,C01763,2024-09-28,2024,9,Q3,Beauty,2,29.84,0.15,50.72,Referral,Desktop,Yorkshire,1,2024-09,2024-09-28
O0004955,C01764,2024-07-10,2024,7,Q3,Home & Garden,2,84.64,0.2,135.43,Organic Search,Mobile,London,0,2024-07,2024-07-10
O0004956,C01765,2023-11-20,2023,11,Q4,Electronics,3,139.16,0.23,321.46,Direct,Desktop,London,0,2023-11,2023-11-20
O0004957,C01766,2022-08-02,2022,8,Q3,Toys,4,22.46,0.0,89.86,Referral,Desktop,Midlands,0,2022-08,2022-08-02
O0004958,C01766,2024-06-20,2024,6,Q2,Beauty,4,23.87,0.08,87.85,Referral,Desktop,Midlands,1,2024-06,2024-06-20
O0004959,C01766,2024-10-04,2024,10,Q4,Beauty,4,50.96,0.17,169.18,Referral,Desktop,Midlands,1,2024-10,2024-10-04
O0004960,C01767,2022-11-30,2022,11,Q4,Clothing,1,127.82,0.14,109.93,Social Media,Desktop,Scotland,0,2022-11,2022-11-30
O0004961,C01767,2024-08-24,2024,8,Q3,Sports,4,48.63,0.0,194.54,Social Media,Desktop,Scotland,1,2024-08,2024-08-24
O0004962,C01768,2024-04-16,2024,4,Q2,Beauty,1,23.93,0.0,23.93,Email,Desktop,Wales,0,2024-04,2024-04-16
O0004963,C01768,2024-09-24,2024,9,Q3,Beauty,2,30.79,0.0,61.59,Email,Desktop,Wales,1,2024-09,2024-09-24
O0004964,C01768,2024-10-27,2024,10,Q4,Beauty,4,38.78,0.16,130.3,Email,Desktop,Wales,1,2024-10,2024-10-27
O0004965,C01769,2022-03-18,2022,3,Q1,Clothing,4,27.55,0.0,110.2,Paid Search,Mobile,Yorkshire,0,2022-03,2022-03-18
O0004966,C01769,2022-08-10,2022,8,Q3,Home & Garden,2,49.83,0.0,99.66,Paid Search,Mobile,Yorkshire,1,2022-08,2022-08-10
O0004967,C01769,2024-11-03,2024,11,Q4,Beauty,3,35.61,0.18,87.6,Paid Search,Mobile,Yorkshire,1,2024-11,2024-11-03
O0004968,C01770,2022-06-21,2022,6,Q2,Clothing,3,58.58,0.0,175.73,Organic Search,Desktop,London,0,2022-06,2022-06-21
O0004969,C01770,2022-08-03,2022,8,Q3,Clothing,3,54.32,0.0,162.95,Organic Search,Desktop,London,1,2022-08,2022-08-03
O0004970,C01770,2022-08-29,2022,8,Q3,Clothing,4,38.01,0.08,139.88,Organic Search,Desktop,London,1,2022-08,2022-08-29
O0004971,C01770,2023-04-01,2023,4,Q2,Clothing,4,50.06,0.0,200.23,Organic Search,Desktop,London,1,2023-04,2023-04-01
O0004972,C01770,2023-08-29,2023,8,Q3,Clothing,2,55.38,0.0,110.75,Organic Search,Desktop,London,1,2023-08,2023-08-29
O0004973,C01770,2024-08-31,2024,8,Q3,Clothing,3,72.36,0.0,217.07,Organic Search,Desktop,London,1,2024-08,2024-08-31
O0004974,C01770,2024-10-03,2024,10,Q4,Electronics,3,127.92,0.0,383.77,Organic Search,Desktop,London,1,2024-10,2024-10-03
O0004975,C01771,2023-04-28,2023,4,Q2,Home & Garden,4,69.52,0.2,222.48,Referral,Mobile,Wales,0,2023-04,2023-04-28
O0004976,C01771,2023-10-05,2023,10,Q4,Home & Garden,2,93.83,0.0,187.67,Referral,Mobile,Wales,1,2023-10,2023-10-05
O0004977,C01772,2023-04-29,2023,4,Q2,Electronics,2,76.64,0.12,134.88,Organic Search,Mobile,Scotland,0,2023-04,2023-04-29
O0004978,C01772,2023-05-09,2023,5,Q2,Home & Garden,3,85.48,0.09,233.37,Organic Search,Mobile,Scotland,1,2023-05,2023-05-09
O0004979,C01772,2023-08-05,2023,8,Q3,Home & Garden,4,78.97,0.0,315.89,Organic Search,Mobile,Scotland,1,2023-08,2023-08-05
O0004980,C01772,2023-08-30,2023,8,Q3,Electronics,4,174.79,0.0,699.14,Organic Search,Mobile,Scotland,1,2023-08,2023-08-30
O0004981,C01772,2023-09-26,2023,9,Q3,Electronics,4,105.74,0.07,393.37,Organic Search,Mobile,Scotland,1,2023-09,2023-09-26
O0004982,C01772,2023-10-14,2023,10,Q4,Electronics,1,81.63,0.0,81.63,Organic Search,Mobile,Scotland,1,2023-10,2023-10-14
O0004983,C01772,2024-01-19,2024,1,Q1,Electronics,2,112.31,0.14,193.17,Organic Search,Mobile,Scotland,1,2024-01,2024-01-19
O0004984,C01772,2024-04-29,2024,4,Q2,Electronics,2,249.43,0.0,498.85,Organic Search,Mobile,Scotland,1,2024-04,2024-04-29
O0004985,C01772,2024-05-02,2024,5,Q2,Electronics,1,124.26,0.0,124.26,Organic Search,Mobile,Scotland,1,2024-05,2024-05-02
O0004986,C01773,2024-10-17,2024,10,Q4,Electronics,2,172.11,0.0,344.22,Referral,Desktop,London,0,2024-10,2024-10-17
O0004987,C01774,2024-07-29,2024,7,Q3,Clothing,2,57.84,0.0,115.68,Paid Search,Mobile,Yorkshire,0,2024-07,2024-07-29
O0004988,C01776,2023-12-04,2023,12,Q4,Toys,2,50.68,0.0,101.36,Organic Search,Mobile,Scotland,0,2023-12,2023-12-04
O0004989,C01776,2024-03-19,2024,3,Q1,Toys,3,35.24,0.0,105.71,Organic Search,Mobile,Scotland,1,2024-03,2024-03-19
O0004990,C01777,2023-07-27,2023,7,Q3,Home & Garden,4,97.97,0.12,344.84,Direct,Desktop,North West,0,2023-07,2023-07-27
O0004991,C01777,2023-10-24,2023,10,Q4,Clothing,3,33.78,0.0,101.33,Direct,Desktop,North West,1,2023-10,2023-10-24
O0004992,C01777,2024-01-09,2024,1,Q1,Home & Garden,2,37.75,0.0,75.49,Direct,Desktop,North West,1,2024-01,2024-01-09
O0004993,C01778,2024-11-08,2024,11,Q4,Home & Garden,2,160.79,0.1,289.43,Paid Search,Desktop,Yorkshire,0,2024-11,2024-11-08
O0004994,C01779,2024-05-15,2024,5,Q2,Beauty,1,39.38,0.0,39.38,Organic Search,Mobile,London,0,2024-05,2024-05-15
O0004995,C01779,2024-08-09,2024,8,Q3,Toys,1,35.5,0.07,33.02,Organic Search,Mobile,London,1,2024-08,2024-08-09
O0004996,C01779,2024-12-22,2024,12,Q4,Books,1,33.75,0.0,33.75,Organic Search,Mobile,London,1,2024-12,2024-12-22
O0004997,C01780,2021-11-09,2021,11,Q4,Home & Garden,1,122.88,0.0,122.88,Paid Search,Mobile,London,0,2021-11,2021-11-09
O0004998,C01780,2022-05-22,2022,5,Q2,Clothing,4,44.19,0.0,176.78,Paid Search,Mobile,London,1,2022-05,2022-05-22
O0004999,C01780,2022-08-01,2022,8,Q3,Clothing,2,36.51,0.0,73.01,Paid Search,Mobile,London,1,2022-08,2022-08-01
O0005000,C01780,2022-12-07,2022,12,Q4,Clothing,4,94.21,0.1,339.14,Paid Search,Mobile,London,1,2022-12,2022-12-07
O0005001,C01780,2022-12-15,2022,12,Q4,Clothing,4,111.93,0.03,434.29,Paid Search,Mobile,London,1,2022-12,2022-12-15
O0005002,C01781,2022-06-14,2022,6,Q2,Home & Garden,3,100.2,0.01,297.6,Social Media,Desktop,South West,0,2022-06,2022-06-14
O0005003,C01781,2022-12-31,2022,12,Q4,Home & Garden,2,149.72,0.0,299.44,Social Media,Desktop,South West,1,2022-12,2022-12-31
O0005004,C01781,2023-03-01,2023,3,Q1,Clothing,4,64.08,0.0,256.33,Social Media,Desktop,South West,1,2023-03,2023-03-01
O0005005,C01781,2024-06-19,2024,6,Q2,Home & Garden,1,86.3,0.14,74.22,Social Media,Desktop,South West,1,2024-06,2024-06-19
O0005006,C01781,2024-10-11,2024,10,Q4,Home & Garden,3,75.99,0.17,189.21,Social Media,Desktop,South West,1,2024-10,2024-10-11
O0005007,C01782,2024-10-12,2024,10,Q4,Home & Garden,3,65.65,0.0,196.94,Organic Search,Mobile,London,0,2024-10,2024-10-12
O0005008,C01782,2024-11-12,2024,11,Q4,Home & Garden,2,133.57,0.0,267.13,Organic Search,Mobile,London,1,2024-11,2024-11-12
O0005009,C01782,2024-12-28,2024,12,Q4,Electronics,3,152.6,0.21,361.67,Organic Search,Mobile,London,1,2024-12,2024-12-28
O0005010,C01783,2024-12-30,2024,12,Q4,Beauty,3,64.14,0.0,192.42,Organic Search,Mobile,Scotland,0,2024-12,2024-12-30
O0005011,C01785,2023-01-10,2023,1,Q1,Home & Garden,2,15.33,0.0,30.66,Organic Search,Mobile,South West,0,2023-01,2023-01-10
O0005012,C01785,2023-04-17,2023,4,Q2,Clothing,2,82.81,0.0,165.62,Organic Search,Mobile,South West,1,2023-04,2023-04-17
O0005013,C01785,2024-05-27,2024,5,Q2,Home & Garden,3,87.33,0.0,261.99,Organic Search,Mobile,South West,1,2024-05,2024-05-27
O0005014,C01785,2024-06-13,2024,6,Q2,Home & Garden,1,57.67,0.0,57.67,Organic Search,Mobile,South West,1,2024-06,2024-06-13
O0005015,C01787,2024-07-04,2024,7,Q3,Toys,3,31.12,0.0,93.37,Paid Search,Mobile,South West,0,2024-07,2024-07-04
O0005016,C01787,2024-10-14,2024,10,Q4,Electronics,1,73.18,0.0,73.18,Paid Search,Mobile,South West,1,2024-10,2024-10-14
O0005017,C01787,2024-12-06,2024,12,Q4,Beauty,3,67.1,0.0,201.31,Paid Search,Mobile,South West,1,2024-12,2024-12-06
O0005018,C01788,2023-12-26,2023,12,Q4,Beauty,4,49.68,0.0,198.72,Direct,Desktop,Midlands,0,2023-12,2023-12-26
O0005019,C01788,2024-04-12,2024,4,Q2,Beauty,2,21.75,0.0,43.5,Direct,Desktop,Midlands,1,2024-04,2024-04-12
O0005020,C01788,2024-05-19,2024,5,Q2,Sports,4,30.17,0.0,120.67,Direct,Desktop,Midlands,1,2024-05,2024-05-19
O0005021,C01788,2024-08-20,2024,8,Q3,Beauty,4,42.16,0.0,168.63,Direct,Desktop,Midlands,1,2024-08,2024-08-20
O0005022,C01788,2024-08-31,2024,8,Q3,Beauty,1,24.32,0.0,24.32,Direct,Desktop,Midlands,1,2024-08,2024-08-31
O0005023,C01788,2024-09-22,2024,9,Q3,Sports,1,49.96,0.01,49.46,Direct,Desktop,Midlands,1,2024-09,2024-09-22
O0005024,C01788,2024-10-14,2024,10,Q4,Beauty,3,39.7,0.0,119.09,Direct,Desktop,Midlands,1,2024-10,2024-10-14
O0005025,C01788,2024-12-30,2024,12,Q4,Beauty,4,67.47,0.18,221.3,Direct,Desktop,Midlands,1,2024-12,2024-12-30
O0005026,C01790,2024-12-09,2024,12,Q4,Clothing,2,123.39,0.0,246.78,Direct,Mobile,South East,0,2024-12,2024-12-09
O0005027,C01790,2024-12-13,2024,12,Q4,Clothing,2,89.25,0.0,178.51,Direct,Mobile,South East,1,2024-12,2024-12-13
O0005028,C01790,2024-12-22,2024,12,Q4,Clothing,2,116.85,0.0,233.7,Direct,Mobile,South East,1,2024-12,2024-12-22
O0005029,C01791,2021-08-26,2021,8,Q3,Sports,4,61.57,0.0,246.3,Paid Search,Mobile,London,0,2021-08,2021-08-26
O0005030,C01791,2021-12-10,2021,12,Q4,Sports,4,72.47,0.0,289.89,Paid Search,Mobile,London,1,2021-12,2021-12-10
O0005031,C01791,2022-03-19,2022,3,Q1,Sports,2,47.21,0.0,94.42,Paid Search,Mobile,London,1,2022-03,2022-03-19
O0005032,C01791,2022-05-19,2022,5,Q2,Sports,3,88.58,0.0,265.73,Paid Search,Mobile,London,1,2022-05,2022-05-19
O0005033,C01791,2024-02-27,2024,2,Q1,Home & Garden,3,78.05,0.0,234.15,Paid Search,Mobile,London,1,2024-02,2024-02-27
O0005034,C01791,2024-06-10,2024,6,Q2,Clothing,2,65.1,0.11,115.87,Paid Search,Mobile,London,1,2024-06,2024-06-10
O0005035,C01793,2021-11-22,2021,11,Q4,Electronics,2,254.35,0.0,508.7,Email,Desktop,North East,0,2021-11,2021-11-22
O0005036,C01793,2024-04-18,2024,4,Q2,Home & Garden,2,70.83,0.0,141.66,Email,Desktop,North East,1,2024-04,2024-04-18
O0005037,C01793,2024-06-04,2024,6,Q2,Home & Garden,4,59.61,0.0,238.44,Email,Desktop,North East,1,2024-06,2024-06-04
O0005038,C01794,2022-05-15,2022,5,Q2,Beauty,4,23.15,0.0,92.62,Organic Search,Desktop,South East,0,2022-05,2022-05-15
O0005039,C01794,2023-12-08,2023,12,Q4,Electronics,2,155.57,0.0,311.13,Organic Search,Desktop,South East,1,2023-12,2023-12-08
O0005040,C01794,2024-06-24,2024,6,Q2,Electronics,4,64.48,0.0,257.93,Organic Search,Desktop,South East,1,2024-06,2024-06-24
O0005041,C01795,2023-12-08,2023,12,Q4,Sports,3,100.13,0.06,282.37,Paid Search,Tablet,London,0,2023-12,2023-12-08
O0005042,C01796,2024-03-02,2024,3,Q1,Home & Garden,1,101.42,0.04,97.36,Direct,Desktop,Yorkshire,0,2024-03,2024-03-02
O0005043,C01796,2024-08-01,2024,8,Q3,Beauty,4,48.15,0.12,169.5,Direct,Desktop,Yorkshire,1,2024-08,2024-08-01
O0005044,C01796,2024-09-11,2024,9,Q3,Clothing,1,52.01,0.0,52.01,Direct,Desktop,Yorkshire,1,2024-09,2024-09-11
O0005045,C01796,2024-10-19,2024,10,Q4,Sports,4,47.51,0.0,190.04,Direct,Desktop,Yorkshire,1,2024-10,2024-10-19
O0005046,C01797,2024-01-28,2024,1,Q1,Beauty,2,22.95,0.0,45.9,Email,Tablet,London,0,2024-01,2024-01-28
O0005047,C01798,2024-11-27,2024,11,Q4,Home & Garden,3,108.75,0.14,280.57,Paid Search,Tablet,North West,0,2024-11,2024-11-27
O0005048,C01798,2024-11-29,2024,11,Q4,Sports,1,97.98,0.0,97.98,Paid Search,Tablet,North West,1,2024-11,2024-11-29
O0005049,C01799,2024-08-18,2024,8,Q3,Books,1,20.78,0.06,19.53,Organic Search,Mobile,North West,0,2024-08,2024-08-18
O0005050,C01799,2024-10-06,2024,10,Q4,Books,2,27.25,0.0,54.5,Organic Search,Mobile,North West,1,2024-10,2024-10-06
O0005051,C01800,2023-05-31,2023,5,Q2,Sports,2,44.4,0.09,80.8,Organic Search,Desktop,South West,0,2023-05,2023-05-31
O0005052,C01800,2023-06-21,2023,6,Q2,Home & Garden,1,79.28,0.0,79.28,Organic Search,Desktop,South West,1,2023-06,2023-06-21
O0005053,C01800,2023-11-13,2023,11,Q4,Sports,2,61.73,0.0,123.46,Organic Search,Desktop,South West,1,2023-11,2023-11-13
