customer_id,recency_days,frequency,monetary,first_order,last_order,avg_order_value,n_categories,r_score,f_score,m_score,rfm_segment,customer_lifetime_days,region,acquisition_channel,age_band
C00851,57,2,184.88,2023-11-15,2024-11-04,92.44,2,4,2,1,Recent Customers,355,Scotland,Organic Search,35-44
C00852,247,1,38.92,2024-04-28,2024-04-28,38.92,1,2,1,1,Hibernating,0,South East,Email,35-44
C00853,6,6,769.5,2024-05-07,2024-12-25,128.25,1,5,5,4,Champions,232,South East,Organic Search,25-34
C00854,7,4,832.85,2024-09-10,2024-12-24,208.21,2,5,4,4,Champions,105,London,Email,25-34
C00855,203,6,795.77,2022-03-02,2024-06-11,132.63,2,2,5,4,Cannot Lose Them,832,London,Organic Search,25-34
C00856,77,2,890.48,2024-09-29,2024-10-15,445.24,2,4,2,4,Recent Customers,16,London,Paid Search,25-34
C00857,303,4,402.78,2023-01-23,2024-03-03,100.7,3,2,4,3,Cannot Lose Them,405,South West,Email,35-44
C00859,355,2,101.73,2023-07-09,2024-01-11,50.86,1,2,2,1,Hibernating,186,North West,Paid Search,55+
C00861,77,3,669.55,2024-03-01,2024-10-15,223.18,2,4,3,4,Loyal Customers,228,South East,Social Media,35-44
C00864,97,2,309.9,2024-01-27,2024-09-25,154.95,2,3,2,2,Lost,242,London,Social Media,25-34
C00865,156,7,749.52,2022-02-21,2024-07-28,107.07,3,3,5,4,Loyal Customers,888,South East,Organic Search,25-34
C00866,90,2,122.42,2023-08-16,2024-10-02,61.21,1,3,2,1,Lost,413,Wales,Email,55+
C00867,11,8,1259.56,2022-01-18,2024-12-20,157.44,3,5,5,5,Champions,1067,London,Organic Search,45-54
C00868,632,1,160.79,2023-04-09,2023-04-09,160.79,1,1,1,1,Hibernating,0,Scotland,Paid Search,25-34
C00869,44,8,739.31,2024-06-26,2024-11-17,92.41,2,4,5,4,Champions,144,London,Paid Search,35-44
C00870,358,1,58.01,2024-01-08,2024-01-08,58.01,1,2,1,1,Hibernating,0,North West,Paid Search,45-54
C00871,216,5,532.32,2023-04-19,2024-05-29,106.46,2,2,4,3,Cannot Lose Them,406,North West,Organic Search,45-54
C00872,2,6,517.79,2022-05-08,2024-12-29,86.3,2,5,5,3,Champions,966,North West,Paid Search,45-54
C00873,28,1,130.65,2024-12-03,2024-12-03,130.65,1,5,1,1,Recent Customers,0,North West,Organic Search,35-44
C00874,487,3,317.34,2022-07-24,2023-09-01,105.78,2,1,3,2,At Risk,404,Yorkshire,Organic Search,25-34
C00876,12,1,265.14,2024-12-19,2024-12-19,265.14,1,5,1,2,Recent Customers,0,North East,Organic Search,45-54
C00877,704,1,369.11,2023-01-27,2023-01-27,369.11,1,1,1,2,Hibernating,0,North West,Referral,35-44
C00879,58,4,751.33,2023-04-12,2024-11-03,187.83,1,4,4,4,Champions,571,Scotland,Paid Search,35-44
C00881,151,7,742.21,2022-07-20,2024-08-02,106.03,4,3,5,4,Loyal Customers,744,Yorkshire,Direct,18-24
C00882,449,6,1069.99,2022-03-26,2023-10-09,178.33,3,1,5,5,Cannot Lose Them,562,Wales,Email,18-24
C00883,803,1,145.67,2022-10-20,2022-10-20,145.67,1,1,1,1,Hibernating,0,Wales,Referral,55+
C00886,639,1,101.56,2023-04-02,2023-04-02,101.56,1,1,1,1,Hibernating,0,London,Social Media,55+
C00887,12,5,1019.02,2024-08-10,2024-12-19,203.8,1,5,4,4,Champions,131,London,Social Media,35-44
C00890,627,2,411.27,2022-06-01,2023-04-14,205.64,2,1,2,3,Hibernating,317,South East,Email,55+
C00891,3,6,1395.9,2024-02-01,2024-12-28,232.65,1,5,5,5,Champions,331,London,Email,18-24
C00892,153,1,62.82,2024-07-31,2024-07-31,62.82,1,3,1,1,Lost,0,Yorkshire,Organic Search,18-24
C00893,118,4,1652.4,2021-12-12,2024-09-04,413.1,2,3,4,5,Loyal Customers,997,London,Email,18-24
C00894,4,6,915.85,2024-11-12,2024-12-27,152.64,4,5,5,4,Champions,45,South East,Paid Search,45-54
C00895,171,1,36.04,2024-07-13,2024-07-13,36.04,1,3,1,1,Lost,0,London,Referral,35-44
C00896,11,8,1479.81,2024-05-14,2024-12-20,184.98,2,5,5,5,Champions,220,London,Email,45-54
C00897,22,4,1405.43,2024-04-28,2024-12-09,351.36,2,5,4,5,Champions,225,Midlands,Email,45-54
C00899,164,5,929.34,2023-08-14,2024-07-20,185.87,3,3,4,4,Loyal Customers,341,Midlands,Paid Search,35-44
C00900,588,4,854.89,2021-08-31,2023-05-23,213.72,2,1,4,4,Cannot Lose Them,630,North East,Social Media,18-24
C00901,30,4,1301.94,2024-09-03,2024-12-01,325.48,2,5,4,5,Champions,89,London,Social Media,35-44
C00902,126,4,779.9,2024-04-15,2024-08-27,194.98,1,3,4,4,Loyal Customers,134,Yorkshire,Paid Search,35-44
C00903,10,2,426.64,2024-11-30,2024-12-21,213.32,2,5,2,3,Recent Customers,21,Scotland,Paid Search,35-44
C00906,126,1,123.05,2024-08-27,2024-08-27,123.05,1,3,1,1,Lost,0,South East,Organic Search,25-34
C00907,20,5,867.57,2024-01-21,2024-12-11,173.51,1,5,4,4,Champions,325,South East,Paid Search,45-54
C00908,30,6,469.56,2023-05-22,2024-12-01,78.26,2,5,5,3,Champions,559,Yorkshire,Organic Search,55+
C00909,16,5,1366.11,2024-02-02,2024-12-15,273.22,2,5,4,5,Champions,317,Scotland,Organic Search,45-54
C00912,479,2,221.63,2021-09-25,2023-09-09,110.82,2,1,2,2,Hibernating,714,Wales,Organic Search,18-24
C00914,488,2,520.97,2022-07-13,2023-08-31,260.48,1,1,2,3,Hibernating,414,South East,Direct,35-44
C00915,564,1,44.45,2023-06-16,2023-06-16,44.45,1,1,1,1,Hibernating,0,Wales,Email,25-34
C00916,803,3,344.81,2021-11-15,2022-10-20,114.94,1,1,3,2,At Risk,339,London,Social Media,25-34
C00917,268,1,91.5,2024-04-07,2024-04-07,91.5,1,2,1,1,Hibernating,0,Midlands,Email,25-34
C00918,8,4,819.62,2021-12-23,2024-12-23,204.9,2,5,4,4,Champions,1096,North East,Referral,55+
C00919,112,5,453.21,2023-04-03,2024-09-10,90.64,4,3,4,3,Loyal Customers,526,Scotland,Organic Search,35-44
C00920,207,3,549.57,2022-12-18,2024-06-07,183.19,3,2,3,3,At Risk,537,London,Email,35-44
C00921,233,7,778.87,2021-10-10,2024-05-12,111.27,1,2,5,4,Cannot Lose Them,945,Scotland,Email,35-44
C00922,59,4,715.45,2023-05-23,2024-11-02,178.86,2,4,4,4,Champions,529,North West,Organic Search,18-24
C00923,6,5,695.73,2024-08-03,2024-12-25,139.15,4,5,4,4,Champions,144,South West,Email,35-44
C00924,110,5,832.2,2023-07-21,2024-09-12,166.44,3,3,4,4,Loyal Customers,419,Wales,Organic Search,18-24
C00925,66,12,3322.77,2023-02-08,2024-10-26,276.9,4,4,5,5,Champions,626,Wales,Organic Search,18-24
C00926,730,1,176.56,2023-01-01,2023-01-01,176.56,1,1,1,1,Hibernating,0,South West,Organic Search,25-34
C00927,654,2,254.14,2022-08-22,2023-03-18,127.07,1,1,2,2,Hibernating,208,North West,Organic Search,25-34
C00928,115,2,402.85,2024-06-23,2024-09-07,201.42,1,3,2,3,Lost,76,London,Organic Search,25-34
C00930,10,6,897.98,2024-07-08,2024-12-21,149.66,3,5,5,4,Champions,166,North West,Paid Search,25-34
C00931,602,2,147.19,2022-08-16,2023-05-09,73.6,1,1,2,1,Hibernating,266,North East,Email,45-54
C00932,55,3,1114.59,2023-12-10,2024-11-06,371.53,1,4,3,5,Loyal Customers,332,London,Paid Search,35-44
C00933,1092,1,218.15,2022-01-04,2022-01-04,218.15,1,1,1,2,Hibernating,0,Scotland,Organic Search,25-34
C00934,596,5,1985.03,2021-05-14,2023-05-15,397.01,2,1,4,5,Cannot Lose Them,731,Scotland,Organic Search,55+
C00935,86,1,45.61,2024-10-06,2024-10-06,45.61,1,3,1,1,Lost,0,Wales,Organic Search,35-44
C00936,140,2,449.95,2022-09-10,2024-08-13,224.98,1,3,2,3,Lost,703,Scotland,Email,18-24
C00937,785,2,239.67,2022-07-18,2022-11-07,119.84,2,1,2,2,Hibernating,112,Midlands,Direct,35-44
C00938,12,2,193.9,2022-07-16,2024-12-19,96.95,1,5,2,1,Recent Customers,887,Wales,Social Media,25-34
C00939,130,7,1441.08,2023-01-22,2024-08-23,205.87,4,3,5,5,Loyal Customers,579,North East,Paid Search,35-44
C00940,160,1,183.51,2024-07-24,2024-07-24,183.51,1,3,1,1,Lost,0,Midlands,Paid Search,35-44
C00942,104,1,344.19,2024-09-18,2024-09-18,344.19,1,3,1,2,Lost,0,South West,Organic Search,35-44
C00943,14,1,136.46,2024-12-17,2024-12-17,136.46,1,5,1,1,Recent Customers,0,Yorkshire,Email,45-54
C00944,40,6,712.21,2023-02-20,2024-11-21,118.7,2,4,5,4,Champions,640,South West,Email,45-54
C00946,49,2,131.63,2024-06-28,2024-11-12,65.82,1,4,2,1,Recent Customers,137,Scotland,Direct,25-34
C00947,26,6,1910.41,2021-11-09,2024-12-05,318.4,4,5,5,5,Champions,1122,Yorkshire,Organic Search,55+
C00949,778,4,785.85,2021-11-16,2022-11-14,196.46,3,1,4,4,Cannot Lose Them,363,Yorkshire,Email,35-44
C00950,30,1,577.79,2024-12-01,2024-12-01,577.79,1,5,1,3,Recent Customers,0,Midlands,Organic Search,35-44
C00951,49,1,285.64,2024-11-12,2024-11-12,285.64,1,4,1,2,Recent Customers,0,Scotland,Referral,35-44
C00952,53,3,402.95,2024-11-05,2024-11-08,134.32,2,4,3,3,Loyal Customers,3,Yorkshire,Email,25-34
C00953,241,3,373.37,2023-12-15,2024-05-04,124.46,2,2,3,2,At Risk,141,South West,Social Media,25-34
C00954,93,2,262.44,2024-09-13,2024-09-29,131.22,2,3,2,2,Lost,16,North West,Paid Search,55+
C00955,173,1,109.44,2024-07-11,2024-07-11,109.44,1,3,1,1,Lost,0,London,Direct,35-44
C00956,301,3,670.32,2023-04-22,2024-03-05,223.44,2,2,3,4,At Risk,318,South East,Organic Search,25-34
C00957,47,3,506.92,2023-06-17,2024-11-14,168.97,2,4,3,3,Loyal Customers,516,Scotland,Social Media,35-44
C00958,56,2,583.12,2024-08-22,2024-11-05,291.56,1,4,2,3,Recent Customers,75,Midlands,Organic Search,45-54
C00959,433,1,354.81,2023-10-25,2023-10-25,354.81,1,1,1,2,Hibernating,0,North East,Direct,45-54
C00960,603,3,227.82,2022-04-18,2023-05-08,75.94,1,1,3,2,At Risk,385,Wales,Direct,25-34
C00961,160,4,1085.04,2023-05-18,2024-07-24,271.26,1,3,4,5,Loyal Customers,433,Midlands,Email,18-24
C00963,303,1,111.86,2024-03-03,2024-03-03,111.86,1,2,1,1,Hibernating,0,North West,Organic Search,35-44
C00964,191,7,1571.38,2023-06-08,2024-06-23,224.48,2,2,5,5,Cannot Lose Them,381,Scotland,Organic Search,55+
C00965,266,4,289.94,2023-12-18,2024-04-09,72.48,2,2,4,2,Cannot Lose Them,113,South East,Paid Search,35-44
C00966,231,1,223.1,2024-05-14,2024-05-14,223.1,1,2,1,2,Hibernating,0,London,Email,35-44
C00967,310,2,1098.82,2022-09-15,2024-02-25,549.41,1,2,2,5,Hibernating,528,Wales,Organic Search,45-54
C00968,67,8,2455.06,2023-01-05,2024-10-25,306.88,4,4,5,5,Champions,659,London,Social Media,25-34
C00969,298,1,291.69,2024-03-08,2024-03-08,291.69,1,2,1,2,Hibernating,0,London,Email,55+
C00970,35,6,607.6,2021-01-19,2024-11-26,101.27,1,4,5,3,Champions,1407,South West,Organic Search,25-34
C00971,372,3,1200.0,2022-06-16,2023-12-25,400.0,1,1,3,5,At Risk,557,North East,Social Media,25-34
C00972,194,3,506.37,2023-10-11,2024-06-20,168.79,2,2,3,3,At Risk,253,South East,Email,35-44
C00973,4,5,707.47,2023-12-08,2024-12-27,141.49,3,5,4,4,Champions,385,London,Referral,25-34
C00974,58,1,74.17,2024-11-03,2024-11-03,74.17,1,4,1,1,Recent Customers,0,South East,Organic Search,55+
C00976,431,1,96.4,2023-10-27,2023-10-27,96.4,1,1,1,1,Hibernating,0,London,Email,25-34
C00977,189,5,974.12,2022-11-22,2024-06-25,194.82,5,2,4,4,Cannot Lose Them,581,Yorkshire,Organic Search,25-34
C00978,10,8,1892.6,2022-06-13,2024-12-21,236.58,4,5,5,5,Champions,922,North East,Referral,25-34
C00979,55,7,857.13,2023-12-03,2024-11-06,122.45,2,4,5,4,Champions,339,Midlands,Paid Search,18-24
C00980,238,3,692.83,2022-02-01,2024-05-07,230.94,1,2,3,4,At Risk,826,Midlands,Referral,25-34
C00981,462,1,196.74,2023-09-26,2023-09-26,196.74,1,1,1,1,Hibernating,0,Scotland,Direct,35-44
C00982,654,2,584.3,2022-09-10,2023-03-18,292.15,1,1,2,3,Hibernating,189,South West,Organic Search,25-34
C00983,346,1,84.65,2024-01-20,2024-01-20,84.65,1,2,1,1,Hibernating,0,Yorkshire,Paid Search,45-54
C00985,60,5,719.73,2021-11-23,2024-11-01,143.95,1,4,4,4,Champions,1074,Scotland,Direct,18-24
C00986,6,6,845.88,2022-02-22,2024-12-25,140.98,2,5,5,4,Champions,1037,London,Organic Search,25-34
C00987,138,9,944.82,2023-07-08,2024-08-15,104.98,5,3,5,4,Loyal Customers,404,South East,Email,45-54
C00988,89,2,213.12,2023-09-12,2024-10-03,106.56,2,3,2,2,Lost,387,Scotland,Email,25-34
C00989,47,2,218.01,2024-10-20,2024-11-14,109.0,1,4,2,2,Recent Customers,25,Midlands,Paid Search,18-24
C00991,207,4,1090.56,2022-11-28,2024-06-07,272.64,3,2,4,5,Cannot Lose Them,557,South East,Direct,25-34
C00993,2,1,301.79,2024-12-29,2024-12-29,301.79,1,5,1,2,Recent Customers,0,Yorkshire,Paid Search,45-54
C00994,149,2,162.95,2024-03-06,2024-08-04,81.47,2,3,2,1,Lost,151,London,Organic Search,25-34
C00995,784,3,629.45,2021-04-25,2022-11-08,209.82,2,1,3,4,At Risk,562,Midlands,Email,18-24
C00996,51,4,554.47,2022-12-10,2024-11-10,138.62,2,4,4,3,Champions,701,South East,Direct,18-24
C00997,25,4,1063.85,2024-10-20,2024-12-06,265.96,1,5,4,5,Champions,47,South West,Organic Search,25-34
C00998,616,2,564.59,2022-12-10,2023-04-25,282.3,1,1,2,3,Hibernating,136,Midlands,Social Media,45-54
C00999,20,5,1492.22,2024-04-06,2024-12-11,298.44,3,5,4,5,Champions,249,London,Organic Search,45-54
C01000,220,5,1039.82,2022-12-21,2024-05-25,207.96,3,2,4,5,Cannot Lose Them,521,South East,Organic Search,25-34
C01001,728,1,107.41,2023-01-03,2023-01-03,107.41,1,1,1,1,Hibernating,0,Scotland,Paid Search,25-34
C01002,51,2,218.4,2023-02-27,2024-11-10,109.2,2,4,2,2,Recent Customers,622,Scotland,Direct,35-44
C01005,129,5,684.78,2023-07-01,2024-08-24,136.96,3,3,4,4,Loyal Customers,420,North East,Social Media,45-54
C01006,73,3,273.47,2024-01-13,2024-10-19,91.16,3,4,3,2,Loyal Customers,280,London,Referral,35-44
C01007,618,1,78.44,2023-04-23,2023-04-23,78.44,1,1,1,1,Hibernating,0,London,Referral,55+
C01008,159,4,691.92,2023-11-08,2024-07-25,172.98,4,3,4,4,Loyal Customers,260,South East,Organic Search,45-54
C01009,58,1,768.42,2024-11-03,2024-11-03,768.42,1,4,1,4,Recent Customers,0,Yorkshire,Email,35-44
C01010,213,8,899.93,2022-03-30,2024-06-01,112.49,2,2,5,4,Cannot Lose Them,794,Midlands,Social Media,25-34
C01011,38,5,1025.11,2024-06-19,2024-11-23,205.02,2,4,4,5,Champions,157,North West,Email,25-34
C01013,4,4,324.51,2024-04-08,2024-12-27,81.13,2,5,4,2,Champions,263,South West,Organic Search,25-34
C01014,6,7,1932.13,2024-10-25,2024-12-25,276.02,3,5,5,5,Champions,61,Midlands,Email,45-54
C01016,320,2,134.38,2023-11-16,2024-02-15,67.19,2,2,2,1,Hibernating,91,Yorkshire,Organic Search,35-44
C01017,374,1,289.96,2023-12-23,2023-12-23,289.96,1,1,1,2,Hibernating,0,Yorkshire,Referral,45-54
C01018,24,9,3638.12,2024-02-27,2024-12-07,404.24,4,5,5,5,Champions,284,Wales,Organic Search,25-34
C01019,2,1,150.62,2024-12-29,2024-12-29,150.62,1,5,1,1,Recent Customers,0,London,Paid Search,55+
C01020,335,2,478.59,2023-08-01,2024-01-31,239.3,2,2,2,3,Hibernating,183,South West,Social Media,45-54
C01021,131,4,415.91,2023-10-21,2024-08-22,103.98,3,3,4,3,Loyal Customers,306,Midlands,Organic Search,55+
C01022,139,1,156.21,2024-08-14,2024-08-14,156.21,1,3,1,1,Lost,0,London,Paid Search,35-44
C01023,261,1,378.25,2024-04-14,2024-04-14,378.25,1,2,1,2,Hibernating,0,Scotland,Social Media,45-54
C01024,622,2,297.97,2023-01-21,2023-04-19,148.99,1,1,2,2,Hibernating,88,Midlands,Referral,35-44
C01025,504,2,317.57,2023-03-11,2023-08-15,158.78,2,1,2,2,Hibernating,157,South East,Paid Search,45-54
C01026,263,8,422.68,2022-03-17,2024-04-12,52.84,2,2,5,3,Cannot Lose Them,757,South East,Paid Search,55+
C01027,91,3,263.07,2022-06-03,2024-10-01,87.69,1,3,3,2,Loyal Customers,851,London,Paid Search,55+
C01028,30,5,956.91,2021-12-02,2024-12-01,191.38,3,5,4,4,Champions,1095,Yorkshire,Organic Search,35-44
C01029,119,2,342.76,2024-08-15,2024-09-03,171.38,1,3,2,2,Lost,19,South East,Organic Search,18-24
C01030,116,3,125.51,2022-02-10,2024-09-06,41.84,2,3,3,1,Loyal Customers,939,Scotland,Paid Search,25-34
C01031,674,2,306.71,2022-06-22,2023-02-26,153.35,1,1,2,2,Hibernating,249,North West,Social Media,18-24
C01033,176,3,618.48,2024-02-09,2024-07-08,206.16,3,3,3,3,Loyal Customers,150,South East,Social Media,35-44
C01034,163,4,521.65,2023-04-06,2024-07-21,130.41,2,3,4,3,Loyal Customers,472,Wales,Paid Search,35-44
C01035,87,2,186.8,2024-07-15,2024-10-05,93.4,2,3,2,1,Lost,82,Midlands,Email,25-34
C01036,372,5,555.97,2022-01-24,2023-12-25,111.19,1,1,4,3,Cannot Lose Them,700,South East,Direct,35-44
C01037,31,13,3236.82,2021-10-09,2024-11-30,248.99,4,5,5,5,Champions,1148,Yorkshire,Direct,25-34
C01039,159,3,297.98,2022-10-05,2024-07-25,99.33,2,3,3,2,Loyal Customers,659,South West,Paid Search,18-24
C01042,362,4,626.12,2021-07-21,2024-01-04,156.53,2,2,4,3,Cannot Lose Them,897,London,Organic Search,25-34
C01043,36,5,579.27,2024-04-07,2024-11-25,115.85,2,4,4,3,Champions,232,Scotland,Paid Search,45-54
C01044,22,4,1657.54,2024-10-01,2024-12-09,414.38,1,5,4,5,Champions,69,South East,Social Media,25-34
C01045,439,4,941.38,2021-11-16,2023-10-19,235.34,3,1,4,4,Cannot Lose Them,702,South East,Organic Search,25-34
C01046,566,3,1066.32,2023-03-02,2023-06-14,355.44,2,1,3,5,At Risk,104,London,Organic Search,55+
C01047,37,2,603.46,2024-09-18,2024-11-24,301.73,1,4,2,3,Recent Customers,67,Scotland,Referral,35-44
C01049,67,3,242.38,2024-10-04,2024-10-25,80.79,2,4,3,2,Loyal Customers,21,Scotland,Direct,45-54
C01050,235,3,856.31,2022-10-31,2024-05-10,285.44,2,2,3,4,At Risk,557,North West,Email,25-34
C01051,271,3,639.68,2022-10-07,2024-04-04,213.23,3,2,3,4,At Risk,545,Scotland,Organic Search,25-34
C01052,728,1,216.73,2023-01-03,2023-01-03,216.73,1,1,1,2,Hibernating,0,Yorkshire,Organic Search,55+
C01054,851,1,189.53,2022-09-02,2022-09-02,189.53,1,1,1,1,Hibernating,0,London,Organic Search,35-44
C01055,85,1,19.34,2024-10-07,2024-10-07,19.34,1,4,1,1,Recent Customers,0,South East,Email,45-54
C01056,7,1,283.05,2024-12-24,2024-12-24,283.05,1,5,1,2,Recent Customers,0,North West,Paid Search,35-44
C01058,22,4,778.61,2023-12-15,2024-12-09,194.65,2,5,4,4,Champions,360,South East,Paid Search,25-34
C01059,5,4,1737.15,2024-08-09,2024-12-26,434.29,2,5,4,5,Champions,139,Wales,Referral,35-44
C01060,441,6,664.85,2021-05-05,2023-10-17,110.81,3,1,5,4,Cannot Lose Them,895,Scotland,Paid Search,25-34
C01062,681,1,158.23,2023-02-19,2023-02-19,158.23,1,1,1,1,Hibernating,0,North East,Email,18-24
C01063,220,4,523.23,2022-08-20,2024-05-25,130.81,1,2,4,3,Cannot Lose Them,644,Wales,Organic Search,25-34
C01064,11,6,539.46,2024-09-04,2024-12-20,89.91,2,5,5,3,Champions,107,Scotland,Organic Search,45-54
C01065,13,6,733.4,2023-06-01,2024-12-18,122.23,4,5,5,4,Champions,566,North East,Organic Search,45-54
C01066,521,1,235.92,2023-07-29,2023-07-29,235.92,1,1,1,2,Hibernating,0,London,Paid Search,25-34
C01067,459,5,1940.96,2022-12-23,2023-09-29,388.19,2,1,4,5,Cannot Lose Them,280,Scotland,Paid Search,35-44
C01068,110,3,531.85,2023-08-21,2024-09-12,177.28,1,3,3,3,Loyal Customers,388,Scotland,Paid Search,35-44
C01069,136,4,462.49,2023-06-01,2024-08-17,115.62,4,3,4,3,Loyal Customers,443,Scotland,Social Media,25-34
C01070,6,3,329.08,2024-08-20,2024-12-25,109.69,2,5,3,2,Loyal Customers,127,Wales,Social Media,25-34
C01071,62,4,2074.06,2023-12-30,2024-10-30,518.52,1,4,4,5,Champions,305,South East,Paid Search,25-34
C01075,499,4,1620.04,2021-09-01,2023-08-20,405.01,2,1,4,5,Cannot Lose Them,718,Scotland,Paid Search,35-44
C01076,536,1,146.87,2023-07-14,2023-07-14,146.87,1,1,1,1,Hibernating,0,London,Organic Search,35-44
C01077,97,2,280.72,2024-03-05,2024-09-25,140.36,2,3,2,2,Lost,204,South East,Direct,18-24
C01078,369,2,241.63,2023-12-07,2023-12-28,120.82,2,1,2,2,Hibernating,21,Midlands,Organic Search,55+
C01079,696,2,443.5,2022-11-18,2023-02-04,221.75,2,1,2,3,Hibernating,78,South West,Organic Search,45-54
C01080,70,6,1057.81,2023-10-28,2024-10-22,176.3,2,4,5,5,Champions,360,Midlands,Organic Search,45-54
C01081,30,4,603.82,2024-08-03,2024-12-01,150.95,4,5,4,3,Champions,120,North West,Paid Search,35-44
C01082,887,1,69.14,2022-07-28,2022-07-28,69.14,1,1,1,1,Hibernating,0,London,Organic Search,25-34
C01083,25,7,1475.7,2021-05-21,2024-12-06,210.81,2,5,5,5,Champions,1295,North West,Paid Search,18-24
C01084,455,1,441.88,2023-10-03,2023-10-03,441.88,1,1,1,3,Hibernating,0,Scotland,Organic Search,18-24
C01085,533,1,327.95,2023-07-17,2023-07-17,327.95,1,1,1,2,Hibernating,0,South East,Organic Search,35-44
C01086,548,2,377.52,2022-08-16,2023-07-02,188.76,2,1,2,2,Hibernating,320,Scotland,Email,55+
C01087,344,1,33.71,2024-01-22,2024-01-22,33.71,1,2,1,1,Hibernating,0,Scotland,Social Media,35-44
C01089,122,3,128.46,2024-04-14,2024-08-31,42.82,2,3,3,1,Loyal Customers,139,South East,Direct,45-54
C01090,224,1,40.6,2024-05-21,2024-05-21,40.6,1,2,1,1,Hibernating,0,North West,Organic Search,25-34
C01091,115,6,1333.6,2024-03-24,2024-09-07,222.27,4,3,5,5,Loyal Customers,167,Wales,Organic Search,55+
C01093,11,4,840.65,2023-06-03,2024-12-20,210.16,2,5,4,4,Champions,566,London,Email,18-24
C01095,31,4,1017.82,2024-08-18,2024-11-30,254.46,2,5,4,4,Champions,104,North West,Paid Search,35-44
C01096,105,2,841.91,2022-01-28,2024-09-17,420.96,1,3,2,4,Lost,963,Wales,Paid Search,35-44
C01097,69,8,811.61,2023-08-19,2024-10-23,101.45,2,4,5,4,Champions,431,South West,Organic Search,25-34
C01098,20,1,235.46,2024-12-11,2024-12-11,235.46,1,5,1,2,Recent Customers,0,Midlands,Social Media,35-44
C01100,159,3,973.67,2024-06-21,2024-07-25,324.56,3,3,3,4,Loyal Customers,34,London,Email,18-24
C01101,64,3,428.16,2023-04-27,2024-10-28,142.72,2,4,3,3,Loyal Customers,550,Wales,Email,18-24
C01102,256,2,60.13,2024-02-19,2024-04-19,30.06,1,2,2,1,Hibernating,60,North West,Social Media,35-44
C01103,257,5,1269.51,2023-01-07,2024-04-18,253.9,2,2,4,5,Cannot Lose Them,467,London,Organic Search,35-44
C01104,297,3,537.91,2021-06-07,2024-03-09,179.3,2,2,3,3,At Risk,1006,Yorkshire,Email,25-34
C01105,68,4,1105.25,2023-03-19,2024-10-24,276.31,2,4,4,5,Champions,585,North West,Paid Search,35-44
C01107,777,1,492.28,2022-11-15,2022-11-15,492.28,1,1,1,3,Hibernating,0,Yorkshire,Paid Search,35-44
C01108,220,2,196.79,2022-11-18,2024-05-25,98.4,2,2,2,1,Hibernating,554,South East,Organic Search,45-54
C01109,12,3,741.43,2024-07-14,2024-12-19,247.14,1,5,3,4,Loyal Customers,158,South East,Organic Search,18-24
C01110,162,2,214.85,2023-09-25,2024-07-22,107.43,2,3,2,2,Lost,301,South West,Email,18-24
C01113,156,1,114.69,2024-07-28,2024-07-28,114.69,1,3,1,1,Lost,0,Midlands,Direct,35-44
C01114,84,3,567.94,2023-05-08,2024-10-08,189.31,3,4,3,3,Loyal Customers,519,South East,Organic Search,45-54
C01115,72,9,1046.63,2022-07-25,2024-10-20,116.29,5,4,5,5,Champions,818,Scotland,Paid Search,25-34
C01116,263,3,196.39,2023-01-10,2024-04-12,65.46,1,2,3,1,At Risk,458,South East,Direct,55+
C01117,91,2,451.92,2024-09-22,2024-10-01,225.96,1,3,2,3,Lost,9,North West,Paid Search,18-24
C01119,411,6,2178.75,2021-07-04,2023-11-16,363.12,2,1,5,5,Cannot Lose Them,865,Midlands,Direct,35-44
C01120,172,4,415.69,2022-04-22,2024-07-12,103.92,2,3,4,3,Loyal Customers,812,South East,Paid Search,35-44
C01121,21,9,2204.78,2023-03-20,2024-12-10,244.98,2,5,5,5,Champions,631,South East,Social Media,35-44
C01123,262,3,666.66,2023-10-02,2024-04-13,222.22,1,2,3,4,At Risk,194,London,Organic Search,45-54
C01124,178,5,931.28,2021-07-01,2024-07-06,186.26,3,2,4,4,Cannot Lose Them,1101,North West,Paid Search,18-24
C01126,188,2,463.6,2023-05-30,2024-06-26,231.8,2,2,2,3,Hibernating,393,Midlands,Paid Search,25-34
C01127,207,4,513.5,2022-11-18,2024-06-07,128.38,3,2,4,3,Cannot Lose Them,567,Yorkshire,Email,35-44
C01128,691,2,367.9,2022-08-24,2023-02-09,183.95,2,1,2,2,Hibernating,169,Yorkshire,Direct,45-54
C01129,288,3,1027.82,2022-04-27,2024-03-18,342.61,1,2,3,5,At Risk,691,Wales,Email,25-34
C01130,270,1,39.72,2024-04-05,2024-04-05,39.72,1,2,1,1,Hibernating,0,South West,Direct,25-34
C01131,68,1,66.14,2024-10-24,2024-10-24,66.14,1,4,1,1,Recent Customers,0,South West,Paid Search,45-54
C01132,25,9,1071.89,2023-12-16,2024-12-06,119.1,4,5,5,5,Champions,356,South East,Social Media,18-24
C01133,310,2,352.69,2022-07-10,2024-02-25,176.34,2,2,2,2,Hibernating,595,North West,Organic Search,25-34
C01134,750,1,228.54,2022-12-12,2022-12-12,228.54,1,1,1,2,Hibernating,0,Scotland,Paid Search,35-44
C01135,373,2,293.48,2023-12-12,2023-12-24,146.74,1,1,2,2,Hibernating,12,Midlands,Organic Search,35-44
C01136,69,2,218.27,2024-06-15,2024-10-23,109.14,1,4,2,2,Recent Customers,130,London,Direct,35-44
