customer_id,churned,recency_days,frequency,monetary,avg_order_value,n_categories,customer_lifetime_days,purchase_rate,r_score,f_score,m_score,rfm_segment,region,acquisition_channel,age_band
C00986,0,6,6,845.88,140.98,2,1037,0.173,5,5,4,Champions,London,Organic Search,25-34
C00987,1,138,9,944.82,104.98,5,404,0.667,3,5,4,Loyal Customers,South East,Email,45-54
C00988,0,89,2,213.12,106.56,2,387,0.155,3,2,2,Lost,Scotland,Email,25-34
C00989,0,47,2,218.01,109.0,1,25,2.308,4,2,2,Recent Customers,Midlands,Paid Search,18-24
C00991,1,207,4,1090.56,272.64,3,557,0.215,2,4,5,Cannot Lose Them,South East,Direct,25-34
C00993,0,2,1,301.79,301.79,1,0,30.0,5,1,2,Recent Customers,Yorkshire,Paid Search,45-54
C00994,1,149,2,162.95,81.47,2,151,0.395,3,2,1,Lost,London,Organic Search,25-34
C00995,1,784,3,629.45,209.82,2,562,0.16,1,3,4,At Risk,Midlands,Email,18-24
C00996,0,51,4,554.47,138.62,2,701,0.171,4,4,3,Champions,South East,Direct,18-24
C00997,0,25,4,1063.85,265.96,1,47,2.5,5,4,5,Champions,South West,Organic Search,25-34
C00998,1,616,2,564.59,282.3,1,136,0.438,1,2,3,Hibernating,Midlands,Social Media,45-54
C00999,0,20,5,1492.22,298.44,3,249,0.6,5,4,5,Champions,London,Organic Search,45-54
C01000,1,220,5,1039.82,207.96,3,521,0.287,2,4,5,Cannot Lose Them,South East,Organic Search,25-34
C01001,1,728,1,107.41,107.41,1,0,30.0,1,1,1,Hibernating,Scotland,Paid Search,25-34
C01002,0,51,2,218.4,109.2,2,622,0.096,4,2,2,Recent Customers,Scotland,Direct,35-44
C01005,1,129,5,684.78,136.96,3,420,0.356,3,4,4,Loyal Customers,North East,Social Media,45-54
C01006,0,73,3,273.47,91.16,3,280,0.32,4,3,2,Loyal Customers,London,Referral,35-44
C01007,1,618,1,78.44,78.44,1,0,30.0,1,1,1,Hibernating,London,Referral,55+
C01008,1,159,4,691.92,172.98,4,260,0.46,3,4,4,Loyal Customers,South East,Organic Search,45-54
C01009,0,58,1,768.42,768.42,1,0,30.0,4,1,4,Recent Customers,Yorkshire,Email,35-44
C01010,1,213,8,899.93,112.49,2,794,0.302,2,5,4,Cannot Lose Them,Midlands,Social Media,25-34
C01011,0,38,5,1025.11,205.02,2,157,0.949,4,4,5,Champions,North West,Email,25-34
C01013,0,4,4,324.51,81.13,2,263,0.455,5,4,2,Champions,South West,Organic Search,25-34
C01014,0,6,7,1932.13,276.02,3,61,3.387,5,5,5,Champions,Midlands,Email,45-54
C01016,1,320,2,134.38,67.19,2,91,0.652,2,2,1,Hibernating,Yorkshire,Organic Search,35-44
C01017,1,374,1,289.96,289.96,1,0,30.0,1,1,2,Hibernating,Yorkshire,Referral,45-54
C01018,0,24,9,3638.12,404.24,4,284,0.947,5,5,5,Champions,Wales,Organic Search,25-34
C01019,0,2,1,150.62,150.62,1,0,30.0,5,1,1,Recent Customers,London,Paid Search,55+
C01020,1,335,2,478.59,239.3,2,183,0.326,2,2,3,Hibernating,South West,Social Media,45-54
C01021,1,131,4,415.91,103.98,3,306,0.391,3,4,3,Loyal Customers,Midlands,Organic Search,55+
C01022,1,139,1,156.21,156.21,1,0,30.0,3,1,1,Lost,London,Paid Search,35-44
C01023,1,261,1,378.25,378.25,1,0,30.0,2,1,2,Hibernating,Scotland,Social Media,45-54
C01024,1,622,2,297.97,148.99,1,88,0.674,1,2,2,Hibernating,Midlands,Referral,35-44
C01025,1,504,2,317.57,158.78,2,157,0.38,1,2,2,Hibernating,South East,Paid Search,45-54
C01026,1,263,8,422.68,52.84,2,757,0.317,2,5,3,Cannot Lose Them,South East,Paid Search,55+
C01027,1,91,3,263.07,87.69,1,851,0.106,3,3,2,Loyal Customers,London,Paid Search,55+
C01028,0,30,5,956.91,191.38,3,1095,0.137,5,4,4,Champions,Yorkshire,Organic Search,35-44
C01029,1,119,2,342.76,171.38,1,19,3.0,3,2,2,Lost,South East,Organic Search,18-24
C01030,1,116,3,125.51,41.84,2,939,0.096,3,3,1,Loyal Customers,Scotland,Paid Search,25-34
C01031,1,674,2,306.71,153.35,1,249,0.24,1,2,2,Hibernating,North West,Social Media,18-24
C01033,1,176,3,618.48,206.16,3,150,0.596,3,3,3,Loyal Customers,South East,Social Media,35-44
C01034,1,163,4,521.65,130.41,2,472,0.254,3,4,3,Loyal Customers,Wales,Paid Search,35-44
C01035,0,87,2,186.8,93.4,2,82,0.723,3,2,1,Lost,Midlands,Email,25-34
C01036,1,372,5,555.97,111.19,1,700,0.214,1,4,3,Cannot Lose Them,South East,Direct,35-44
C01037,0,31,13,3236.82,248.99,4,1148,0.339,5,5,5,Champions,Yorkshire,Direct,25-34
C01039,1,159,3,297.98,99.33,2,659,0.136,3,3,2,Loyal Customers,South West,Paid Search,18-24
C01042,1,362,4,626.12,156.53,2,897,0.134,2,4,3,Cannot Lose Them,London,Organic Search,25-34
C01043,0,36,5,579.27,115.85,2,232,0.644,4,4,3,Champions,Scotland,Paid Search,45-54
C01044,0,22,4,1657.54,414.38,1,69,1.714,5,4,5,Champions,South East,Social Media,25-34
C01045,1,439,4,941.38,235.34,3,702,0.171,1,4,4,Cannot Lose Them,South East,Organic Search,25-34
C01046,1,566,3,1066.32,355.44,2,104,0.857,1,3,5,At Risk,London,Organic Search,55+
C01047,0,37,2,603.46,301.73,1,67,0.882,4,2,3,Recent Customers,Scotland,Referral,35-44
C01049,0,67,3,242.38,80.79,2,21,4.091,4,3,2,Loyal Customers,Scotland,Direct,45-54
C01050,1,235,3,856.31,285.44,2,557,0.161,2,3,4,At Risk,North West,Email,25-34
C01051,1,271,3,639.68,213.23,3,545,0.165,2,3,4,At Risk,Scotland,Organic Search,25-34
C01052,1,728,1,216.73,216.73,1,0,30.0,1,1,2,Hibernating,Yorkshire,Organic Search,55+
C01054,1,851,1,189.53,189.53,1,0,30.0,1,1,1,Hibernating,London,Organic Search,35-44
C01055,0,85,1,19.34,19.34,1,0,30.0,4,1,1,Recent Customers,South East,Email,45-54
C01056,0,7,1,283.05,283.05,1,0,30.0,5,1,2,Recent Customers,North West,Paid Search,35-44
C01058,0,22,4,778.61,194.65,2,360,0.332,5,4,4,Champions,South East,Paid Search,25-34
C01059,0,5,4,1737.15,434.29,2,139,0.857,5,4,5,Champions,Wales,Referral,35-44
C01060,1,441,6,664.85,110.81,3,895,0.201,1,5,4,Cannot Lose Them,Scotland,Paid Search,25-34
C01062,1,681,1,158.23,158.23,1,0,30.0,1,1,1,Hibernating,North East,Email,18-24
C01063,1,220,4,523.23,130.81,1,644,0.186,2,4,3,Cannot Lose Them,Wales,Organic Search,25-34
C01064,0,11,6,539.46,89.91,2,107,1.667,5,5,3,Champions,Scotland,Organic Search,45-54
C01065,0,13,6,733.4,122.23,4,566,0.317,5,5,4,Champions,North East,Organic Search,45-54
C01066,1,521,1,235.92,235.92,1,0,30.0,1,1,2,Hibernating,London,Paid Search,25-34
C01067,1,459,5,1940.96,388.19,2,280,0.534,1,4,5,Cannot Lose Them,Scotland,Paid Search,35-44
C01068,1,110,3,531.85,177.28,1,388,0.231,3,3,3,Loyal Customers,Scotland,Paid Search,35-44
C01069,1,136,4,462.49,115.62,4,443,0.27,3,4,3,Loyal Customers,Scotland,Social Media,25-34
C01070,0,6,3,329.08,109.69,2,127,0.703,5,3,2,Loyal Customers,Wales,Social Media,25-34
C01071,0,62,4,2074.06,518.52,1,305,0.392,4,4,5,Champions,South East,Paid Search,25-34
C01075,1,499,4,1620.04,405.01,2,718,0.167,1,4,5,Cannot Lose Them,Scotland,Paid Search,35-44
C01076,1,536,1,146.87,146.87,1,0,30.0,1,1,1,Hibernating,London,Organic Search,35-44
C01077,1,97,2,280.72,140.36,2,204,0.293,3,2,2,Lost,South East,Direct,18-24
C01078,1,369,2,241.63,120.82,2,21,2.727,1,2,2,Hibernating,Midlands,Organic Search,55+
C01079,1,696,2,443.5,221.75,2,78,0.759,1,2,3,Hibernating,South West,Organic Search,45-54
C01080,0,70,6,1057.81,176.3,2,360,0.499,4,5,5,Champions,Midlands,Organic Search,45-54
C01081,0,30,4,603.82,150.95,4,120,0.992,5,4,3,Champions,North West,Paid Search,35-44
C01082,1,887,1,69.14,69.14,1,0,30.0,1,1,1,Hibernating,London,Organic Search,25-34
C01083,0,25,7,1475.7,210.81,2,1295,0.162,5,5,5,Champions,North West,Paid Search,18-24
C01084,1,455,1,441.88,441.88,1,0,30.0,1,1,3,Hibernating,Scotland,Organic Search,18-24
C01085,1,533,1,327.95,327.95,1,0,30.0,1,1,2,Hibernating,South East,Organic Search,35-44
C01086,1,548,2,377.52,188.76,2,320,0.187,1,2,2,Hibernating,Scotland,Email,55+
C01087,1,344,1,33.71,33.71,1,0,30.0,2,1,1,Hibernating,Scotland,Social Media,35-44
C01089,1,122,3,128.46,42.82,2,139,0.643,3,3,1,Loyal Customers,South East,Direct,45-54
C01090,1,224,1,40.6,40.6,1,0,30.0,2,1,1,Hibernating,North West,Organic Search,25-34
C01091,1,115,6,1333.6,222.27,4,167,1.071,3,5,5,Loyal Customers,Wales,Organic Search,55+
C01093,0,11,4,840.65,210.16,2,566,0.212,5,4,4,Champions,London,Email,18-24
C01095,0,31,4,1017.82,254.46,2,104,1.143,5,4,4,Champions,North West,Paid Search,35-44
C01096,1,105,2,841.91,420.96,1,963,0.062,3,2,4,Lost,Wales,Paid Search,35-44
C01097,0,69,8,811.61,101.45,2,431,0.556,4,5,4,Champions,South West,Organic Search,25-34
C01098,0,20,1,235.46,235.46,1,0,30.0,5,1,2,Recent Customers,Midlands,Social Media,35-44
C01100,1,159,3,973.67,324.56,3,34,2.571,3,3,4,Loyal Customers,London,Email,18-24
C01101,0,64,3,428.16,142.72,2,550,0.163,4,3,3,Loyal Customers,Wales,Email,18-24
C01102,1,256,2,60.13,30.06,1,60,0.984,2,2,1,Hibernating,North West,Social Media,35-44
C01103,1,257,5,1269.51,253.9,2,467,0.321,2,4,5,Cannot Lose Them,London,Organic Search,35-44
C01104,1,297,3,537.91,179.3,2,1006,0.089,2,3,3,At Risk,Yorkshire,Email,25-34
C01105,0,68,4,1105.25,276.31,2,585,0.205,4,4,5,Champions,North West,Paid Search,35-44
C01107,1,777,1,492.28,492.28,1,0,30.0,1,1,3,Hibernating,Yorkshire,Paid Search,35-44
C01108,1,220,2,196.79,98.4,2,554,0.108,2,2,1,Hibernating,South East,Organic Search,45-54
C01109,0,12,3,741.43,247.14,1,158,0.566,5,3,4,Loyal Customers,South East,Organic Search,18-24
C01110,1,162,2,214.85,107.43,2,301,0.199,3,2,2,Lost,South West,Email,18-24
C01113,1,156,1,114.69,114.69,1,0,30.0,3,1,1,Lost,Midlands,Direct,35-44
C01114,0,84,3,567.94,189.31,3,519,0.173,4,3,3,Loyal Customers,South East,Organic Search,45-54
C01115,0,72,9,1046.63,116.29,5,818,0.33,4,5,5,Champions,Scotland,Paid Search,25-34
C01116,1,263,3,196.39,65.46,1,458,0.196,2,3,1,At Risk,South East,Direct,55+
C01117,1,91,2,451.92,225.96,1,9,6.0,3,2,3,Lost,North West,Paid Search,18-24
C01119,1,411,6,2178.75,363.12,2,865,0.208,1,5,5,Cannot Lose Them,Midlands,Direct,35-44
C01120,1,172,4,415.69,103.92,2,812,0.148,3,4,3,Loyal Customers,South East,Paid Search,35-44
C01121,0,21,9,2204.78,244.98,2,631,0.427,5,5,5,Champions,South East,Social Media,35-44
C01123,1,262,3,666.66,222.22,1,194,0.462,2,3,4,At Risk,London,Organic Search,45-54
C01124,1,178,5,931.28,186.26,3,1101,0.136,2,4,4,Cannot Lose Them,North West,Paid Search,18-24
C01126,1,188,2,463.6,231.8,2,393,0.152,2,2,3,Hibernating,Midlands,Paid Search,25-34
C01127,1,207,4,513.5,128.38,3,567,0.211,2,4,3,Cannot Lose Them,Yorkshire,Email,35-44
C01128,1,691,2,367.9,183.95,2,169,0.353,1,2,2,Hibernating,Yorkshire,Direct,45-54
C01129,1,288,3,1027.82,342.61,1,691,0.13,2,3,5,At Risk,Wales,Email,25-34
C01130,1,270,1,39.72,39.72,1,0,30.0,2,1,1,Hibernating,South West,Direct,25-34
C01131,0,68,1,66.14,66.14,1,0,30.0,4,1,1,Recent Customers,South West,Paid Search,45-54
C01132,0,25,9,1071.89,119.1,4,356,0.756,5,5,5,Champions,South East,Social Media,18-24
C01133,1,310,2,352.69,176.34,2,595,0.101,2,2,2,Hibernating,North West,Organic Search,25-34
C01134,1,750,1,228.54,228.54,1,0,30.0,1,1,2,Hibernating,Scotland,Paid Search,35-44
C01135,1,373,2,293.48,146.74,1,12,4.615,1,2,2,Hibernating,Midlands,Organic Search,35-44
C01136,0,69,2,218.27,109.14,1,130,0.458,4,2,2,Recent Customers,London,Direct,35-44
C01137,0,77,5,498.74,99.75,2,670,0.224,4,5,3,Champions,South West,Paid Search,25-34
C01138,0,9,4,664.21,166.05,1,345,0.347,5,4,4,Champions,Midlands,Organic Search,45-54
C01139,1,290,5,803.44,160.69,2,205,0.728,2,5,4,Cannot Lose Them,North West,Email,35-44
C01140,1,270,1,186.99,186.99,1,0,30.0,2,1,1,Hibernating,South East,Organic Search,25-34
C01141,1,132,1,382.52,382.52,1,0,30.0,3,1,2,Lost,North East,Organic Search,45-54
C01142,1,244,3,543.8,181.27,2,875,0.103,2,3,3,At Risk,North East,Organic Search,45-54
C01144,0,89,3,272.24,90.75,2,137,0.652,3,3,2,Loyal Customers,London,Paid Search,35-44
C01146,1,154,2,794.76,397.38,1,47,1.25,3,2,4,Lost,London,Social Media,25-34
C01147,1,929,1,41.27,41.27,1,0,30.0,1,1,1,Hibernating,London,Direct,35-44
C01148,0,2,4,403.72,100.93,2,62,1.905,5,4,3,Champions,North West,Organic Search,35-44
C01149,1,272,5,1191.12,238.22,2,287,0.521,2,5,5,Cannot Lose Them,Scotland,Paid Search,18-24
C01150,0,11,7,725.25,103.61,2,415,0.505,5,5,4,Champions,North West,Organic Search,55+
C01151,1,274,2,813.09,406.54,1,60,0.984,2,2,4,Hibernating,London,Email,25-34
C01154,1,118,4,761.1,190.28,2,540,0.222,3,4,4,Loyal Customers,South West,Organic Search,45-54
C01155,1,301,4,1155.44,288.86,2,775,0.155,2,4,5,Cannot Lose Them,Midlands,Organic Search,35-44
C01156,0,82,1,59.28,59.28,1,0,30.0,4,1,1,Recent Customers,Scotland,Direct,35-44
C01158,1,107,1,174.62,174.62,1,0,30.0,3,1,1,Lost,Wales,Email,35-44
C01159,0,83,3,559.71,186.57,2,733,0.123,4,3,3,Loyal Customers,South West,Organic Search,18-24
C01160,1,162,6,1199.62,199.94,2,615,0.292,3,5,5,Loyal Customers,North East,Paid Search,25-34
C01161,1,148,11,1203.39,109.4,6,620,0.531,3,5,5,Loyal Customers,Wales,Paid Search,18-24
C01162,0,86,3,323.26,107.75,3,301,0.298,3,3,2,Loyal Customers,South East,Referral,25-34
C01163,1,608,1,350.52,350.52,1,0,30.0,1,1,2,Hibernating,London,Organic Search,18-24
C01164,1,389,4,545.99,136.5,1,307,0.39,1,4,3,Cannot Lose Them,London,Organic Search,25-34
C01165,0,7,3,835.69,278.56,2,199,0.45,5,3,4,Loyal Customers,North West,Email,25-34
C01166,0,60,3,920.67,306.89,2,166,0.539,4,3,4,Loyal Customers,Wales,Direct,25-34
C01167,0,63,2,853.58,426.79,1,360,0.166,4,2,4,Recent Customers,Scotland,Direct,25-34
C01168,1,527,1,332.85,332.85,1,0,30.0,1,1,2,Hibernating,Scotland,Organic Search,25-34
C01169,0,3,6,1914.79,319.13,3,210,0.853,5,5,5,Champions,North West,Direct,18-24
C01170,1,224,2,288.88,144.44,2,110,0.541,2,2,2,Hibernating,Scotland,Organic Search,55+
C01171,0,39,1,1221.62,1221.62,1,0,30.0,4,1,5,Recent Customers,South West,Social Media,25-34
C01172,0,18,4,2275.99,569.0,1,38,3.077,5,4,5,Champions,South West,Direct,18-24
C01173,1,140,1,94.75,94.75,1,0,30.0,3,1,1,Lost,North West,Organic Search,25-34
C01175,0,18,3,1872.3,624.1,2,15,5.625,5,3,5,Loyal Customers,South East,Paid Search,18-24
C01177,1,147,2,136.35,68.18,2,394,0.152,3,2,1,Lost,Scotland,Organic Search,35-44
C01178,0,15,6,1454.01,242.34,3,59,3.0,5,5,5,Champions,Yorkshire,Organic Search,25-34
C01179,1,796,2,790.01,395.0,2,70,0.845,1,2,4,Hibernating,Yorkshire,Organic Search,45-54
C01180,1,239,3,174.93,58.31,2,348,0.258,2,3,1,At Risk,Scotland,Paid Search,18-24
C01181,1,283,1,19.05,19.05,1,0,30.0,2,1,1,Hibernating,Yorkshire,Paid Search,25-34
C01182,0,34,7,1467.9,209.7,3,47,4.375,4,5,5,Champions,London,Direct,45-54
C01183,0,41,2,590.92,295.46,2,748,0.08,4,2,3,Recent Customers,London,Social Media,18-24
C01184,1,154,4,733.72,183.43,2,556,0.215,3,4,4,Loyal Customers,Yorkshire,Email,25-34
C01185,1,534,5,668.71,133.74,3,586,0.256,1,5,4,Cannot Lose Them,South East,Organic Search,55+
C01187,1,235,2,242.41,121.2,1,92,0.645,2,2,2,Hibernating,Scotland,Direct,45-54
C01188,1,460,1,109.05,109.05,1,0,30.0,1,1,1,Hibernating,Scotland,Organic Search,35-44
C01189,0,42,1,111.31,111.31,1,0,30.0,4,1,1,Recent Customers,Wales,Email,35-44
C01190,0,2,4,901.46,225.36,1,48,2.449,5,4,4,Champions,North West,Organic Search,35-44
C01191,0,57,4,453.05,113.26,2,407,0.294,4,4,3,Champions,South East,Paid Search,35-44
C01192,0,89,2,557.78,278.89,1,43,1.364,3,2,3,Lost,South West,Organic Search,18-24
C01195,0,5,6,1672.84,278.81,3,497,0.361,5,5,5,Champions,South West,Social Media,25-34
C01196,1,136,2,872.74,436.37,2,69,0.857,3,2,4,Lost,Midlands,Paid Search,45-54
C01198,1,124,3,417.02,139.01,2,55,1.607,3,3,3,Loyal Customers,North West,Email,45-54
C01199,1,843,3,620.58,206.86,1,118,0.756,1,3,3,At Risk,South East,Social Media,35-44
C01200,1,107,3,238.87,79.62,2,298,0.301,3,3,2,Loyal Customers,South West,Paid Search,18-24
C01201,1,123,5,1077.44,215.49,2,86,1.724,3,5,5,Loyal Customers,London,Social Media,45-54
C01202,0,39,2,303.11,151.56,1,30,1.935,4,2,2,Recent Customers,Yorkshire,Email,55+
C01204,0,19,5,1629.47,325.89,4,33,4.412,5,5,5,Champions,South West,Organic Search,35-44
C01206,0,87,5,759.71,151.94,2,160,0.932,3,5,4,Loyal Customers,South West,Referral,55+
C01207,1,93,2,260.57,130.28,2,232,0.258,3,2,2,Lost,Midlands,Referral,18-24
C01208,1,669,4,948.71,237.18,4,307,0.39,1,4,4,Cannot Lose Them,South East,Social Media,55+
C01211,1,102,5,898.47,179.69,3,666,0.225,3,5,4,Loyal Customers,Wales,Email,25-34
C01212,1,165,4,1451.9,362.98,2,774,0.155,3,4,5,Loyal Customers,Scotland,Organic Search,35-44
C01213,1,312,1,60.68,60.68,1,0,30.0,2,1,1,Hibernating,South West,Organic Search,35-44
C01214,1,261,2,156.27,78.13,1,155,0.385,2,2,1,Hibernating,North West,Paid Search,45-54
C01215,0,11,5,1691.6,338.32,3,652,0.23,5,5,5,Champions,Wales,Paid Search,45-54
C01217,0,5,6,2747.88,457.98,3,34,5.143,5,5,5,Champions,Wales,Organic Search,25-34
C01218,1,169,8,1337.39,167.17,5,951,0.252,3,5,5,Loyal Customers,South West,Paid Search,45-54
C01219,1,302,3,510.89,170.3,2,139,0.643,2,3,3,At Risk,South West,Direct,18-24
C01220,0,52,6,584.6,97.43,3,452,0.397,4,5,3,Champions,London,Organic Search,25-34
C01221,1,288,5,751.37,150.27,2,530,0.282,2,5,4,Cannot Lose Them,Wales,Email,25-34
C01222,0,12,7,2359.7,337.1,2,174,1.2,5,5,5,Champions,North West,Paid Search,35-44
C01223,1,673,2,208.09,104.04,2,218,0.274,1,2,2,Hibernating,North West,Direct,25-34
C01224,1,1071,1,17.78,17.78,1,0,30.0,1,1,1,Hibernating,Scotland,Social Media,55+
C01225,1,362,1,41.16,41.16,1,0,30.0,2,1,1,Hibernating,Yorkshire,Email,45-54
C01226,1,93,3,472.56,157.52,1,796,0.113,3,3,3,Loyal Customers,London,Organic Search,35-44
C01227,1,160,4,1904.87,476.22,1,1239,0.097,3,4,5,Loyal Customers,Midlands,Email,45-54
C01228,1,313,3,394.79,131.6,1,308,0.291,2,3,3,At Risk,Yorkshire,Organic Search,18-24
C01229,0,24,5,1408.72,281.74,3,123,1.21,5,5,5,Champions,South West,Organic Search,35-44
C01230,0,14,6,951.47,158.58,3,113,1.579,5,5,4,Champions,London,Paid Search,45-54
C01232,0,20,5,686.85,137.37,1,185,0.806,5,5,4,Champions,Yorkshire,Paid Search,25-34
C01233,1,269,8,2268.02,283.5,1,596,0.402,2,5,5,Cannot Lose Them,North West,Email,18-24
C01234,1,182,2,200.25,100.12,2,203,0.294,2,2,2,Hibernating,Yorkshire,Social Media,25-34
C01235,0,28,3,561.45,187.15,1,903,0.1,5,3,3,Loyal Customers,South East,Organic Search,45-54
C01238,1,111,1,125.36,125.36,1,0,30.0,3,1,1,Lost,South East,Organic Search,55+
C01239,0,67,5,482.83,96.57,2,967,0.155,4,5,3,Champions,Midlands,Referral,55+
C01240,0,8,6,2226.21,371.04,1,164,1.091,5,5,5,Champions,Scotland,Social Media,18-24
C01241,1,985,2,333.88,166.94,2,18,3.158,1,2,2,Hibernating,Midlands,Social Media,45-54
C01242,0,44,2,554.91,277.46,1,682,0.088,4,2,3,Recent Customers,North East,Email,45-54
C01243,1,188,4,1411.1,352.78,2,741,0.162,2,4,5,Cannot Lose Them,London,Paid Search,25-34
C01244,0,72,5,440.98,88.2,3,657,0.228,4,5,3,Champions,London,Direct,45-54
C01245,1,179,3,787.03,262.34,2,429,0.209,2,3,4,At Risk,Scotland,Organic Search,25-34
C01246,0,32,4,911.73,227.93,3,538,0.223,5,4,4,Champions,Scotland,Paid Search,45-54
C01247,0,9,4,1521.11,380.28,3,26,4.444,5,4,5,Champions,Yorkshire,Paid Search,45-54
C01248,1,748,1,158.73,158.73,1,0,30.0,1,1,1,Hibernating,London,Paid Search,35-44
C01249,1,116,1,189.29,189.29,1,0,30.0,3,1,1,Lost,London,Organic Search,35-44
C01250,1,103,2,228.98,114.49,2,179,0.333,3,2,2,Lost,London,Social Media,45-54
C01251,0,88,1,20.04,20.04,1,0,30.0,3,1,1,Lost,London,Email,45-54
C01252,0,76,4,256.71,64.18,3,247,0.484,4,4,2,Champions,Midlands,Paid Search,35-44
C01253,1,225,1,152.49,152.49,1,0,30.0,2,1,1,Hibernating,Scotland,Paid Search,25-34
C01254,1,126,2,58.73,29.36,2,373,0.16,3,2,1,Lost,North West,Paid Search,35-44
C01257,1,214,7,793.88,113.41,1,663,0.316,2,5,4,Cannot Lose Them,South East,Email,55+
C01258,0,84,2,161.57,80.78,1,193,0.309,4,2,1,Recent Customers,London,Email,25-34
C01259,1,1077,1,37.58,37.58,1,0,30.0,1,1,1,Hibernating,London,Email,18-24
C01260,1,134,5,315.97,63.19,3,704,0.213,3,5,2,Loyal Customers,Scotland,Email,55+
C01261,1,198,3,270.56,90.19,1,372,0.241,2,3,2,At Risk,Scotland,Organic Search,45-54
C01262,1,163,5,1048.41,209.68,1,712,0.21,3,5,5,Loyal Customers,Wales,Organic Search,55+
C01263,1,704,2,254.69,127.34,2,324,0.185,1,2,2,Hibernating,South East,Paid Search,45-54
C01264,1,348,1,78.02,78.02,1,0,30.0,2,1,1,Hibernating,North East,Organic Search,18-24
C01266,0,37,4,446.69,111.67,2,160,0.745,4,4,3,Champions,London,Paid Search,55+
C01267,1,1243,1,356.27,356.27,1,0,30.0,1,1,2,Hibernating,London,Organic Search,35-44
C01268,0,23,3,2011.37,670.46,1,390,0.23,5,3,5,Loyal Customers,South West,Social Media,55+
C01269,0,30,5,1774.06,354.81,3,31,4.688,5,5,5,Champions,South West,Social Media,25-34
C01271,1,407,1,29.11,29.11,1,0,30.0,1,1,1,Hibernating,Midlands,Organic Search,35-44
C01272,1,384,1,346.77,346.77,1,0,30.0,1,1,2,Hibernating,London,Email,25-34
C01273,1,403,5,696.48,139.3,3,509,0.294,1,5,4,Cannot Lose Them,Wales,Social Media,18-24
C01274,0,83,6,2254.66,375.78,3,80,2.222,4,5,5,Champions,North West,Paid Search,25-34
C01277,1,130,9,1566.79,174.09,4,179,1.5,3,5,5,Loyal Customers,South East,Organic Search,25-34
C01278,1,630,3,290.6,96.87,1,83,1.071,1,3,2,At Risk,North West,Organic Search,18-24
C01279,0,6,1,1040.97,1040.97,1,0,30.0,5,1,5,Recent Customers,South West,Organic Search,25-34
C01280,0,47,5,455.09,91.02,3,624,0.24,4,5,3,Champions,Yorkshire,Paid Search,35-44
C01281,1,750,2,1145.01,572.5,2,2,20.0,1,2,5,Hibernating,London,Paid Search,35-44
C01282,1,343,7,1277.69,182.53,2,829,0.253,2,5,5,Cannot Lose Them,North West,Paid Search,45-54
C01283,0,17,6,819.24,136.54,3,328,0.547,5,5,4,Champions,Yorkshire,Paid Search,35-44
C01284,1,230,5,361.97,72.39,3,526,0.285,2,5,2,Cannot Lose Them,North West,Paid Search,25-34
C01286,1,128,3,412.76,137.59,1,207,0.433,3,3,3,Loyal Customers,London,Email,25-34
C01287,1,802,4,411.67,102.92,3,266,0.449,1,4,3,Cannot Lose Them,South East,Direct,45-54
C01288,0,85,5,992.94,198.59,2,214,0.698,4,5,4,Champions,Yorkshire,Email,25-34
C01290,0,2,2,330.03,165.02,1,1043,0.057,5,2,2,Recent Customers,South East,Paid Search,25-34
C01291,0,78,3,1035.42,345.14,2,499,0.18,4,3,5,Loyal Customers,Scotland,Paid Search,55+
C01292,1,102,4,498.01,124.5,3,1014,0.118,3,4,3,Loyal Customers,Yorkshire,Email,25-34
C01293,1,130,7,837.25,119.61,2,641,0.327,3,5,4,Loyal Customers,London,Organic Search,18-24
C01294,1,470,3,797.64,265.88,2,877,0.103,1,3,4,At Risk,London,Social Media,18-24
C01297,0,23,4,848.61,212.15,2,44,2.667,5,4,4,Champions,Wales,Email,55+
C01298,0,15,6,912.54,152.09,3,345,0.52,5,5,4,Champions,South West,Social Media,35-44
C01299,0,69,3,1364.0,454.67,2,251,0.357,4,3,5,Loyal Customers,Scotland,Organic Search,55+
C01300,0,35,7,1516.95,216.71,4,390,0.537,4,5,5,Champions,London,Organic Search,35-44
C01301,0,56,7,1521.25,217.32,4,481,0.436,4,5,5,Champions,North West,Direct,25-34
C01302,1,112,4,1137.74,284.44,2,217,0.55,3,4,5,Loyal Customers,London,Social Media,25-34
C01304,0,56,2,212.0,106.0,2,288,0.208,4,2,2,Recent Customers,London,Paid Search,18-24
C01307,1,416,4,513.58,128.39,2,851,0.141,1,4,3,Cannot Lose Them,Scotland,Organic Search,18-24
C01309,0,28,2,762.76,381.38,1,403,0.149,5,2,4,Recent Customers,Wales,Organic Search,18-24
C01310,1,875,3,254.72,84.91,1,217,0.413,1,3,2,At Risk,London,Paid Search,18-24
C01311,1,208,4,919.7,229.92,1,813,0.147,2,4,4,Cannot Lose Them,North West,Referral,25-34
C01312,1,777,3,1452.47,484.16,2,621,0.145,1,3,5,At Risk,London,Paid Search,45-54
C01313,0,68,4,1116.51,279.13,2,102,1.165,4,4,5,Champions,London,Email,25-34
C01314,0,67,3,815.03,271.68,1,133,0.672,4,3,4,Loyal Customers,South East,Paid Search,35-44
C01315,1,107,3,459.35,153.12,2,37,2.368,3,3,3,Loyal Customers,South East,Paid Search,25-34
C01316,1,167,6,968.44,161.41,2,569,0.316,3,5,4,Loyal Customers,Scotland,Paid Search,25-34
